run_id,epoch,train_recon,train_vq,train_distill,val_recon,val_distill,best_val_recon,is_best,phase,channel_prob,learning_rate
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,149,0.04205391,0.17763560,0.02747544,0.04217641,0.02667890,0.04074065,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,150,0.04196982,0.17561096,0.02709548,0.04249260,0.02793083,0.04074065,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,151,0.04172739,0.17480669,0.02700630,0.04212234,0.02739308,0.04074065,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,152,0.04153240,0.17229038,0.02648308,0.04218591,0.02735466,0.04074065,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,153,0.04198371,0.17763848,0.02748643,0.04111470,0.02582445,0.04074065,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,154,0.04145812,0.17249149,0.02646129,0.04096377,0.02365116,0.04074065,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,155,0.04168759,0.17226904,0.02632558,0.04265922,0.02860526,0.04074065,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,156,0.04165071,0.17577308,0.02713005,0.04040702,0.02384946,0.04040702,1,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,157,0.04131980,0.17306942,0.02652259,0.04102287,0.02438458,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,158,0.04180977,0.17868951,0.02769420,0.04096082,0.02635173,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,159,0.04161513,0.17631011,0.02726122,0.04267058,0.02568706,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,160,0.04141150,0.17460941,0.02676056,0.04250234,0.02643878,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,161,0.04181935,0.18046138,0.02788521,0.04125102,0.02498382,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,162,0.04149905,0.17480665,0.02690480,0.04298741,0.02782163,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,163,0.04126312,0.17244059,0.02643229,0.04175342,0.02641860,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,164,0.04106715,0.17233574,0.02632897,0.04041406,0.02422994,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,165,0.04120110,0.17248883,0.02637228,0.04236959,0.02967891,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,166,0.04137907,0.17585719,0.02701509,0.04184957,0.02636357,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,167,0.04157571,0.17837239,0.02742494,0.04309282,0.02972658,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,168,0.04153722,0.17908167,0.02756207,0.04394946,0.02888106,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,169,0.04113924,0.17326454,0.02636976,0.04103060,0.02598810,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,170,0.04082852,0.17274498,0.02638011,0.04317101,0.02666678,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,171,0.04168979,0.17922645,0.02743439,0.04247423,0.02905900,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,172,0.04133587,0.17774357,0.02716577,0.04240330,0.02544903,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,173,0.04070197,0.17019101,0.02578926,0.04127142,0.02429764,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,174,0.04160640,0.18125105,0.02782190,0.04096295,0.02490029,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,175,0.04053651,0.16903353,0.02562093,0.04140779,0.02715949,0.04040702,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,176,0.04125898,0.17785178,0.02732763,0.03985224,0.02374653,0.03985224,1,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,177,0.04121046,0.17637361,0.02695635,0.04151949,0.02828435,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,178,0.03987540,0.16283652,0.02447556,0.04018403,0.02479939,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,179,0.04122871,0.17699693,0.02705491,0.04062354,0.02511196,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,180,0.04152206,0.18103982,0.02776382,0.04023482,0.02300755,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,181,0.04133902,0.18024679,0.02753976,0.04161923,0.02490622,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,182,0.04155744,0.18314682,0.02808596,0.04100233,0.02624086,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,183,0.04130137,0.17933419,0.02744841,0.04128481,0.02634046,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,184,0.04128163,0.18137340,0.02768499,0.04036841,0.02507770,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,185,0.04053641,0.17122102,0.02578770,0.04222966,0.02587891,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,186,0.04119247,0.17893330,0.02724350,0.04107498,0.02551871,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,187,0.04075776,0.17407139,0.02635576,0.04125046,0.02747228,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,188,0.04063559,0.17422230,0.02634296,0.04067689,0.02425846,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,189,0.04075868,0.17572404,0.02657942,0.04039005,0.02589518,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,190,0.04087309,0.17747484,0.02687449,0.04125720,0.02669442,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,191,0.04128941,0.18218638,0.02780456,0.04133208,0.02790390,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,192,0.04079908,0.17614986,0.02666770,0.04172399,0.02769003,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,193,0.04092714,0.17848256,0.02700948,0.04038008,0.02609125,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,194,0.04054333,0.17398795,0.02626635,0.04066842,0.02404735,0.03985224,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,195,0.04018499,0.17055120,0.02567407,0.03979912,0.02391607,0.03979912,1,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,196,0.04049340,0.17390512,0.02623329,0.04216527,0.02888563,0.03979912,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,197,0.04109181,0.18199557,0.02762167,0.04086982,0.02680207,0.03979912,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,198,0.03998811,0.16863145,0.02526146,0.04022419,0.02493732,0.03979912,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,199,0.04094421,0.17996150,0.02727921,0.04011522,0.02636333,0.03979912,0,Phase3-微调,1.000000,2.5e-05
src64-64_raq2-64_distill_ch64-128_gpu3-20260625-103347,200,0.04023732,0.17163986,0.02574719,0.03996688,0.02441322,0.03979912,0,Phase3-微调,1.000000,1.25e-05
