step,profile,k0,k1,num_images,psnr,ms_ssim,lpips,reconstruction_loss,active_ratio,perplexity,dead_code_count,collapse_ratio,min_l2_distance,src_reference_psnr,src_psnr_gap_db,teacher_psnr,teacher_psnr_drop_db,score,eligible,layer0_codebook_size,layer0_num_assignments,layer0_active_count,layer0_active_ratio,layer0_perplexity,layer0_dead_code_count,layer0_collapse_count,layer0_collapse_ratio,layer0_min_l2_distance,layer1_codebook_size,layer1_num_assignments,layer1_active_count,layer1_active_ratio,layer1_perplexity,layer1_dead_code_count,layer1_collapse_count,layer1_collapse_ratio,layer1_min_l2_distance
1,16x2,16,2,128,20.70164406299591,0.8656446464536266,0.4656847845762968,0.03573532775044441,1.0,7.981341573461166,0.0,0.0,3.594045639038086,,,26.48615664243698,0.24298030138015747,23.770771686236063,True,16,131072,16,1.0,13.962719658381458,0,0,0.0,3.594045639038086,2,32768,2,1.0,1.9999634885408748,0,0,0.0,8.79452133178711
2,16x2,16,2,128,20.700585424900055,0.8657117647516543,0.46799495723098516,0.03570219280663878,1.0,8.021734051521456,0.0,0.0,3.273669719696045,,,26.48615664243698,0.240650475025177,23.780721453825635,True,16,131072,16,1.0,14.043598371305231,0,0,0.0,3.273669719696045,2,32768,2,1.0,1.9998697317376803,0,0,0.0,8.77611255645752
3,16x2,16,2,128,20.675114333629608,0.8651914558527876,0.46588030364364386,0.03592465224210173,1.0,7.93235815017411,0.0,0.0,3.374124765396118,,,26.48615664243698,0.2452656626701355,23.761828434467315,True,16,131072,16,1.0,13.86472196651209,0,0,0.0,3.374124765396118,2,32768,2,1.0,1.9999943338361315,0,0,0.0,8.877848625183105
4,16x2,16,2,128,20.70165717601776,0.8654635850725244,0.4664356494322419,0.03574184578610584,1.0,8.00844444511133,0.0,0.0,3.4817378520965576,,,26.48615664243698,0.24486613273620605,23.768361584345502,True,16,131072,16,1.0,14.016997820447475,0,0,0.0,3.4817378520965576,2,32768,2,1.0,1.9998910697751844,0,0,0.0,8.706525802612305
5,16x2,16,2,128,20.70536071062088,0.8657934747367351,0.46568789426237345,0.035664660041220486,1.0,7.97078769820658,0.0,0.0,3.5947773456573486,,,26.48615664243698,0.24549806118011475,23.768698132038114,True,16,131072,16,1.0,13.941594708286988,0,0,0.0,3.5947773456573486,2,32768,2,1.0,1.999980688126172,0,0,0.0,8.800328254699707
6,16x2,16,2,128,20.687402546405792,0.8657158233278248,0.46532341931015253,0.035819996264763176,1.0,8.02828632090654,0.0,0.0,3.555819272994995,,,26.48615664243698,0.2576916813850403,23.76266360680262,True,16,131072,16,1.0,14.056604861762363,0,0,0.0,3.555819272994995,2,32768,2,1.0,1.9999677800507185,0,0,0.0,8.749336242675781
7,16x2,16,2,128,20.701005816459656,0.8657092801632064,0.46649550925940275,0.03569732268806547,1.0,8.02719836796435,0.0,0.0,3.3728015422821045,,,26.48615664243698,0.24500828981399536,23.773506395022075,True,16,131072,16,1.0,14.054420577739242,0,0,0.0,3.3728015422821045,2,32768,2,1.0,1.9999761581894588,0,0,0.0,8.656972885131836
8,16x2,16,2,128,20.70927906036377,0.8652992057860743,0.46788239292800426,0.03564474545419216,1.0,8.026444221591838,0.0,0.0,3.377963066101074,,,26.48615664243698,0.28054559230804443,23.74588285287221,True,16,131072,16,1.0,14.052902304972863,0,0,0.0,3.377963066101074,2,32768,2,1.0,1.9999861382108117,0,0,0.0,8.67866039276123
9,16x2,16,2,128,20.686116933822632,0.8670156220171135,0.46387925930321217,0.035817039548419416,1.0,8.045925113820802,0.0,0.0,3.4683055877685547,,,26.48615664243698,0.3132801055908203,23.736256504058836,False,16,131072,16,1.0,14.091977724347476,0,0,0.0,3.4683055877685547,2,32768,2,1.0,1.9998725032941296,0,0,0.0,8.900348663330078
10,16x2,16,2,128,20.711670994758606,0.8667155707389831,0.4646964892745018,0.03563279059017077,1.0,8.05279951360355,0.0,0.0,3.4241836071014404,,,26.48615664243698,0.24590694904327393,23.773114800453186,True,16,131072,16,1.0,14.105702920928753,0,0,0.0,3.4241836071014404,2,32768,2,1.0,1.9998961062783458,0,0,0.0,8.698932647705078
