epoch,stage,train_loss,val_psnr,val_mse_0_1,best_score,learning_rate,seconds
51,src_teacher,0.02363809294380641,25.3405739068985,0.003186151690897532,25.441142320632935,4.277792891906747e-05,202.5881371498108
52,src_teacher,0.023735772982322583,25.4730281829834,0.003101341091678478,25.4730281829834,4.250799376580636e-05,208.77714204788208
53,src_teacher,0.02369811003127187,25.505672812461853,0.0030815923237241805,25.505672812461853,4.2234047195857115e-05,208.2552285194397
54,src_teacher,0.023778450772267527,25.302546501159668,0.003209670881915372,25.505672812461853,4.195615680143673e-05,204.99028897285461
55,src_teacher,0.02385225551186206,25.530814468860626,0.003060094742977526,25.530814468860626,4.167439114784186e-05,206.97965693473816
56,src_teacher,0.023918030431950427,25.474936068058014,0.003099708577792626,25.530814468860626,4.1388819756531385e-05,210.2255458831787
57,src_teacher,0.02386891730083685,25.496529579162598,0.0030820515894447453,25.530814468860626,4.109951308797301e-05,208.91253304481506
58,src_teacher,0.023927061907442992,25.664737343788147,0.002975350056658499,25.664737343788147,4.080654252425819e-05,209.7728934288025
59,src_teacher,0.02393607021035246,25.50975489616394,0.003068332989641931,25.664737343788147,4.0509980351489754e-05,208.3154740333557
60,src_teacher,0.02390794965628722,25.578047811985016,0.0030299904246930964,25.664737343788147,4.020989974194624e-05,207.30143189430237
61,src_teacher,0.023951748169953987,25.691601157188416,0.0029597851680591702,25.691601157188416,3.990637473602787e-05,206.2700731754303
62,src_teacher,0.02398647055902211,25.638408482074738,0.002992437355715083,25.691601157188416,3.95994802239881e-05,208.56544494628906
63,src_teacher,0.024319306297350306,25.681156396865845,0.002960177451313939,25.691601157188416,3.9289291927455634e-05,206.64263558387756
64,src_teacher,0.023963498214595216,25.585178077220917,0.0030125112098176032,25.691601157188416,3.897588638075117e-05,206.0322527885437
65,src_teacher,0.024213738180754507,25.79083776473999,0.0028997111512580886,25.79083776473999,3.865934091200379e-05,205.5340974330902
66,src_teacher,0.02395857422870685,25.472881853580475,0.003098572589806281,25.79083776473999,3.833973362407132e-05,209.74524569511414
67,src_teacher,0.024030637563973584,25.552141726017,0.0030391009131562896,25.79083776473999,3.8017143375269684e-05,203.34918117523193
68,src_teacher,0.024041080650875495,25.67860299348831,0.0029621778703585733,25.79083776473999,3.7691649759915735e-05,206.0694296360016
69,src_teacher,0.024119781346627414,25.72394573688507,0.0029361535744101275,25.79083776473999,3.7363333088688624e-05,196.83333921432495
70,src_teacher,0.024082659863126583,25.75235390663147,0.002915855628089048,25.79083776473999,3.703227436881424e-05,207.13513493537903
71,src_teacher,0.024113055003837446,25.76722365617752,0.0029054210244794376,25.79083776473999,3.669855528407799e-05,208.64660048484802
72,src_teacher,0.02415100921890251,25.82273542881012,0.002875603015127126,25.82273542881012,3.636225817467048e-05,204.75932097434998
73,src_teacher,0.024180423227824432,25.800841629505157,0.002884847213863395,25.82273542881012,3.6023466016871336e-05,208.49236679077148
74,src_teacher,0.024189652360925105,25.79485511779785,0.0028864095074823126,25.82273542881012,3.568226240257604e-05,202.2440059185028
75,src_teacher,0.024186997651964068,25.82341730594635,0.0028700304465019144,25.82341730594635,3.533873151867089e-05,208.36711192131042
76,src_teacher,0.02424745215664068,25.765229165554047,0.0028933100038557313,25.82341730594635,3.499295812626111e-05,196.63844752311707
77,src_teacher,0.024237513618706588,25.45266681909561,0.003096528358582873,25.82341730594635,3.4645027539757365e-05,207.26527976989746
78,src_teacher,0.02427806620131332,25.804008066654205,0.002878552200854756,25.82341730594635,3.4295025605825677e-05,208.46433234214783
79,src_teacher,0.02429843751916758,25.80176079273224,0.0028845599372289144,25.82341730594635,3.394303868220605e-05,204.90914344787598
80,src_teacher,0.02431964417611665,25.925179719924927,0.002809311670716852,25.925179719924927,3.3589153616405e-05,205.62368416786194
81,src_teacher,0.02435723913342663,25.362812995910645,0.003159231971949339,25.925179719924927,3.323345772426722e-05,208.6400601863861
82,src_teacher,0.024367366199303103,25.653009176254272,0.0029665556285181083,25.925179719924927,3.28760387684317e-05,209.4603705406189
83,src_teacher,0.02440563502992225,25.910416185855865,0.002813107566908002,25.925179719924927,3.2516984936677605e-05,206.35922122001648
84,src_teacher,0.024416070816141333,25.97903537750244,0.0027773187975981273,25.97903537750244,3.215638482016531e-05,205.88644647598267
85,src_teacher,0.024443303093033365,25.889605164527893,0.002828189521096647,25.97903537750244,3.1794327391577763e-05,208.22972893714905
86,src_teacher,0.02446467996248961,25.955150246620178,0.0027893604201381095,25.97903537750244,3.143090198316789e-05,207.67330598831177
87,src_teacher,0.024482446107271096,25.849425613880157,0.0028431644532247446,25.97903537750244,3.1066198264717175e-05,207.3887164592743
88,src_teacher,0.024525517910537083,25.900156676769257,0.0028223598419572227,25.97903537750244,3.070030622141097e-05,207.99374747276306
89,src_teacher,0.024559336694019017,25.85485804080963,0.0028469973476603627,25.97903537750244,3.0333316131635974e-05,206.6600968837738
90,src_teacher,0.024565593740860547,25.95058435201645,0.0027913792655454017,25.97903537750244,2.996531854470549e-05,208.99866771697998
91,src_teacher,0.02459923640079969,25.97496736049652,0.0027771939094236586,25.97903537750244,2.959640425851759e-05,205.38907432556152
92,src_teacher,0.02461943219124967,26.021264493465424,0.002749224851868348,26.021264493465424,2.922666429715223e-05,206.4227888584137
93,src_teacher,0.024636309780353083,26.057729482650757,0.0027285835458314978,26.057729482650757,2.8856189888412326e-05,207.76690673828125
94,src_teacher,0.024667476596765894,26.06536102294922,0.0027274715175735764,26.06536102294922,2.8485072441314726e-05,202.62940192222595
95,src_teacher,0.024700362045993435,25.806813716888428,0.002872983310226118,26.06536102294922,2.8113403523536325e-05,207.90860080718994
96,src_teacher,0.02469666875613428,26.06656515598297,0.0027249199119978584,26.06656515598297,2.7741274838821197e-05,208.55561089515686
97,src_teacher,0.02473838487711951,26.13089632987976,0.002689063476282172,26.13089632987976,2.736877820435401e-05,208.6352870464325
98,src_teacher,0.024767883631792338,26.043990314006805,0.0027389960450818762,26.13089632987976,2.699600552810555e-05,199.63303661346436
99,src_teacher,0.024775467435825024,26.11588680744171,0.0026969755672325846,26.13089632987976,2.662304878615574e-05,208.77793550491333
100,src_teacher,0.024801157433326722,26.019997596740723,0.0027447610191302374,26.13089632987976,2.625e-05,209.7953164577484
101,src_teacher,0.02482435478839493,26.022035121917725,0.002746765050687827,26.13089632987976,2.5876951213844265e-05,209.45963525772095
102,src_teacher,0.02484921448722201,26.13187801837921,0.002685681072762236,26.13187801837921,2.5503994471894454e-05,207.6255431175232
103,src_teacher,0.024860291681656654,25.981525123119354,0.0027697900513885543,26.13187801837921,2.5131221795645988e-05,210.27778697013855
104,src_teacher,0.024906361127168097,26.045125603675842,0.0027373384218662977,26.13187801837921,2.475872516117881e-05,208.08873224258423
105,src_teacher,0.02492280481691056,25.977806568145752,0.002774000728095416,26.13187801837921,2.4386596476463687e-05,208.08565068244934
106,src_teacher,0.0249363698334579,26.165850460529327,0.0026681640374590643,26.165850460529327,2.4014927558685287e-05,206.03899669647217
107,src_teacher,0.024969686844101613,26.159496009349823,0.002671995622222312,26.165850460529327,2.3643810111587676e-05,207.2503011226654
108,src_teacher,0.024988049609890997,26.125624775886536,0.0026873746828641742,26.165850460529327,2.3273335702847772e-05,203.95502066612244
109,src_teacher,0.025019731845017344,26.13722437620163,0.002683421043911949,26.165850460529327,2.290359574148241e-05,199.69141387939453
110,src_teacher,0.025029990807403504,26.060533702373505,0.002718900694162585,26.165850460529327,2.253468145529451e-05,207.21432185173035
111,src_teacher,0.0250757066150313,26.178685665130615,0.0026608948792272713,26.178685665130615,2.2166683868364018e-05,195.78068709373474
112,src_teacher,0.02507613412374133,26.034746289253235,0.002741417432844173,26.178685665130615,2.1799693778589034e-05,208.72406029701233
113,src_teacher,0.025107059510960452,25.91730409860611,0.0028024599596392363,26.178685665130615,2.1433801735282834e-05,207.70801854133606
114,src_teacher,0.025127788945217725,26.130464017391205,0.002681987956748344,26.178685665130615,2.106909801683212e-05,207.29047894477844
115,src_teacher,0.025154017918974227,26.20502382516861,0.0026449542383488733,26.20502382516861,2.0705672608422252e-05,208.21148204803467
116,src_teacher,0.02517279948271606,26.241640090942383,0.0026226363188470714,26.241640090942383,2.03436151798347e-05,211.16894268989563
117,src_teacher,0.025182239835288354,26.238215148448944,0.002627470159495715,26.241640090942383,1.99830150633224e-05,208.59852480888367
118,src_teacher,0.025210073524737916,26.24929976463318,0.0026210538017039653,26.24929976463318,1.962396123156831e-05,208.4992549419403
119,src_teacher,0.025232632321374335,26.187165558338165,0.0026549929898465052,26.24929976463318,1.9266542275732783e-05,209.0319390296936
120,src_teacher,0.02525801665546959,26.08858698606491,0.002705879094719421,26.24929976463318,1.8910846383595e-05,209.05435585975647
121,src_teacher,0.025285107649835145,26.10423868894577,0.002689182751055341,26.24929976463318,1.8556961317793957e-05,209.6005458831787
122,src_teacher,0.025288529399175922,26.244264006614685,0.002620501702040201,26.24929976463318,1.820497439417433e-05,208.5947868824005
123,src_teacher,0.025335874952833924,26.24987244606018,0.002620951912831515,26.24987244606018,1.7854972460242648e-05,207.22881937026978
124,src_teacher,0.025348784772585415,26.229591131210327,0.002626829966175137,26.24987244606018,1.75070418737389e-05,209.25199484825134
125,src_teacher,0.025372927825452554,26.212245881557465,0.0026386624049337115,26.24987244606018,1.716126848132912e-05,207.41929292678833
126,src_teacher,0.02539881170837506,26.23300129175186,0.0026271981732861605,26.24987244606018,1.6817737597423964e-05,209.47800660133362
127,src_teacher,0.02542931728115651,26.20340758562088,0.002646855646162294,26.24987244606018,1.6476533983128666e-05,207.51310682296753
128,src_teacher,0.02545361278522823,26.27125871181488,0.0026079188974108547,26.27125871181488,1.6137741825329526e-05,204.15950322151184
129,src_teacher,0.025481431162952088,26.282989382743835,0.002602417443995364,26.282989382743835,1.5801444715922016e-05,201.7791519165039
130,src_teacher,0.025509108200894855,26.317053258419037,0.0025811295745370444,26.317053258419037,1.5467725631185763e-05,208.21585059165955
131,src_teacher,0.025518359276899077,26.01305878162384,0.002754425677267136,26.317053258419037,1.5136666911311385e-05,209.68293952941895
132,src_teacher,0.025559197082151167,26.2174054980278,0.0026353075008955784,26.317053258419037,1.4808350240084259e-05,209.07097339630127
133,src_teacher,0.02557164467272749,26.235129594802856,0.0026275390046066605,26.317053258419037,1.448285662473032e-05,206.05036091804504
134,src_teacher,0.0255960617899195,26.310145318508148,0.0025833217914623674,26.317053258419037,1.4160266375928683e-05,205.76653671264648
135,src_teacher,0.025626748858970885,26.299939215183258,0.002588774004834704,26.317053258419037,1.3840659087996216e-05,209.1594009399414
136,src_teacher,0.02564588145536748,26.23033219575882,0.0026238049431412946,26.317053258419037,1.3524113619248824e-05,207.46068358421326
137,src_teacher,0.025673146529372345,26.307785749435425,0.002587895705801202,26.317053258419037,1.3210708072544368e-05,209.54786801338196
138,src_teacher,0.0256868632884905,26.31274539232254,0.002582505770988064,26.317053258419037,1.2900519776011904e-05,206.75715804100037
139,src_teacher,0.02570958184276857,26.347315907478333,0.0025672852898424026,26.347315907478333,1.2593625263972142e-05,208.74235320091248
140,src_teacher,0.02572024517810875,26.235049724578857,0.002623132648295723,26.347315907478333,1.2290100258053766e-05,207.5425992012024
141,src_teacher,0.025770289205120582,26.208316922187805,0.002639349415403558,26.347315907478333,1.1990019648510257e-05,205.08909344673157
142,src_teacher,0.025772920854856912,26.313428342342377,0.0025822165953286458,26.347315907478333,1.1693457475741814e-05,205.54484224319458
143,src_teacher,0.02580010816098125,26.294812619686127,0.0025925584668584634,26.347315907478333,1.1400486912027009e-05,207.76628255844116
144,src_teacher,0.025822724337676056,26.35882705450058,0.002558021114964504,26.35882705450058,1.111118024346862e-05,209.65240216255188
145,src_teacher,0.02585551676225029,26.25615680217743,0.002612900745589286,26.35882705450058,1.0825608852158142e-05,198.87129616737366
146,src_teacher,0.025870593990883158,26.362010776996613,0.002557492429332342,26.362010776996613,1.0543843198563273e-05,207.71448731422424
147,src_teacher,0.02590236577510622,26.373290359973907,0.002551470446633175,26.373290359973907,1.0265952804142888e-05,208.10092496871948
148,src_teacher,0.025919179000238927,26.383841633796692,0.002544437778851716,26.383841633796692,9.992006234193642e-06,200.21354818344116
149,src_teacher,0.025951154663834283,26.342474162578583,0.0025676922414277215,26.383841633796692,9.722071080932535e-06,196.8128514289856
150,src_teacher,0.025968192606430143,26.361883521080017,0.002557241819886258,26.383841633796692,9.456213946819498e-06,206.12461161613464
151,src_teacher,0.025976648606857125,26.38822090625763,0.0025430938439967576,26.38822090625763,9.19450042812427e-06,209.24746799468994
152,src_teacher,0.026017569914370417,26.372266113758087,0.0025504399454803206,26.38822090625763,8.936995098741482e-06,208.16020584106445
153,src_teacher,0.026031852776635233,26.40265727043152,0.0025346099100715946,26.40265727043152,8.683761494258017e-06,189.51049065589905
154,src_teacher,0.026053302160357485,26.355834007263184,0.00256166749750264,26.40265727043152,8.434862096276586e-06,207.7832043170929
155,src_teacher,0.026068759912375797,26.387647211551666,0.0025431195172131993,26.40265727043152,8.190358316999267e-06,206.83426523208618
156,src_teacher,0.026096445741347684,26.400716304779053,0.0025344611785840243,26.40265727043152,7.950310484075008e-06,207.8704879283905
157,src_teacher,0.026122596918452493,26.342477798461914,0.002566576440585777,26.40265727043152,7.714777825714668e-06,205.01934170722961
158,src_teacher,0.02614788917964454,26.369946658611298,0.0025493700049992185,26.40265727043152,7.483818456077353e-06,208.2015631198883
159,src_teacher,0.02617549043808191,26.412249863147736,0.0025295465529779904,26.412249863147736,7.257489360931599e-06,204.85872673988342
160,src_teacher,0.026182134995098316,26.40586131811142,0.0025330951320938766,26.412249863147736,7.0358463835950015e-06,207.0075523853302
161,src_teacher,0.026206954963825205,26.403730511665344,0.002533157206926262,26.412249863147736,6.818944211155689e-06,206.39476680755615
162,src_teacher,0.026220847626386747,26.411007583141327,0.0025300005872850306,26.412249863147736,6.606836360979155e-06,209.75377249717712
163,src_teacher,0.02624770960631583,26.40622067451477,0.0025324984817416407,26.412249863147736,6.399575167503586e-06,209.60739588737488
164,src_teacher,0.026255382093433192,26.4175066947937,0.0025270412043028045,26.4175066947937,6.197211769327148e-06,207.70213890075684
165,src_teacher,0.026273532942337943,26.429888010025024,0.00251979089807719,26.429888010025024,5.999796096590312e-06,207.60883808135986
166,src_teacher,0.026298365133630666,26.39849615097046,0.0025386186862306204,26.429888010025024,5.8073768586563415e-06,207.74317955970764
167,src_teacher,0.026308273328632198,26.424965381622314,0.002523418759665219,26.429888010025024,5.6200015320929615e-06,209.00367164611816
168,src_teacher,0.02633885950325382,26.428112030029297,0.002520467165595619,26.429888010025024,5.437716348958245e-06,206.30648398399353
169,src_teacher,0.026347894389567864,26.42292284965515,0.0025232295411115047,26.429888010025024,5.26056628539353e-06,209.79223704338074
170,src_teacher,0.026376471011175816,26.432602047920227,0.002519582394597819,26.432602047920227,5.088595050526265e-06,203.92801976203918
171,src_teacher,0.026390727643921377,26.444135546684265,0.002511450020392658,26.444135546684265,4.921845075685381e-06,209.40496110916138
172,src_teacher,0.02642131423486174,26.43028163909912,0.0025200783129548654,26.444135546684265,4.76035750393204e-06,208.89970707893372
173,src_teacher,0.026434294527277448,26.436427891254425,0.0025161928570014425,26.444135546684265,4.604172179908174e-06,208.53585004806519
174,src_teacher,0.02645724786863831,26.44819039106369,0.002510881437046919,26.44819039106369,4.453327640005448e-06,209.62203407287598
175,src_teacher,0.026456714889157195,26.449937522411346,0.0025087560861720704,26.449937522411346,4.30786110285694e-06,208.48663234710693
176,src_teacher,0.026481676052083084,26.446372747421265,0.002510283920855727,26.449937522411346,4.167808460154031e-06,202.32638001441956
177,src_teacher,0.026498489931184345,26.449793219566345,0.002509366262529511,26.449937522411346,4.033204267790652e-06,209.58600497245789
178,src_teacher,0.026510603514729843,26.45946204662323,0.002505168620700715,26.45946204662323,3.904081737337146e-06,204.61959433555603
179,src_teacher,0.026528356588196158,26.450368285179138,0.0025094577540585306,26.45946204662323,3.780472727845799e-06,200.789288520813
180,src_teacher,0.02655209843811611,26.451707661151886,0.0025079230945266318,26.45946204662323,3.662407737990104e-06,205.5555362701416
181,src_teacher,0.0265524193450606,26.441415429115295,0.0025133605558949057,26.45946204662323,3.5499158985396603e-06,206.86346650123596
182,src_teacher,0.02658443961805783,26.4468412399292,0.002510016012820415,26.45946204662323,3.4430249651726026e-06,201.9375467300415
183,src_teacher,0.026587913384799756,26.44935005903244,0.0025098045844060834,26.45946204662323,3.3417613116272955e-06,180.23798656463623
184,src_teacher,0.02659243678833494,26.465474903583527,0.0025010110621224158,26.465474903583527,3.2461499231950116e-06,199.2887008190155
185,src_teacher,0.026612096043187948,26.447244346141815,0.0025112854928011075,26.465474903583527,3.1562143905551817e-06,205.8384885787964
186,src_teacher,0.026622121466008977,26.463492512702942,0.0025021513720275834,26.465474903583527,3.0719769039547486e-06,209.67432975769043
187,src_teacher,0.026633693469221627,26.47007429599762,0.002499098045518622,26.47007429599762,2.9934582477330613e-06,207.05095529556274
188,src_teacher,0.02665033933450806,26.452415823936462,0.0025084069966396783,26.47007429599762,2.920677795193646e-06,204.15385365486145
189,src_teacher,0.02666295563717536,26.476898312568665,0.0024953949432529043,26.476898312568665,2.853653503824121e-06,208.67843341827393
190,src_teacher,0.026675484401562588,26.458190739154816,0.0025051768898265436,26.476898312568665,2.792401910865481e-06,205.75398755073547
191,src_teacher,0.026687688983983746,26.470662236213684,0.0024987689139379654,26.476898312568665,2.7369381292317585e-06,208.63231086730957
192,src_teacher,0.02670461876167673,26.474817276000977,0.0024962391871667933,26.476898312568665,2.6872758437811535e-06,208.93113374710083
193,src_teacher,0.026705748459987702,26.47624522447586,0.002495984677807428,26.476898312568665,2.643427307939485e-06,209.79027557373047
194,src_teacher,0.02673042403084649,26.478979349136353,0.0024948585632955655,26.478979349136353,2.6054033406768504e-06,207.40207934379578
195,src_teacher,0.026730714353180647,26.477229177951813,0.0024944662472989876,26.478979349136353,2.573213323838211e-06,207.05069589614868
196,src_teacher,0.026753726649533405,26.476859509944916,0.0024947099227574654,26.478979349136353,2.5468651998285505e-06,208.80132842063904
197,src_teacher,0.026756290257768864,26.484298527240753,0.002492247433110606,26.484298527240753,2.526365469653215e-06,209.83722352981567
198,src_teacher,0.02677989338809762,26.482469975948334,0.0024927014201239217,26.484298527240753,2.5117191913138747e-06,208.63484930992126
199,src_teacher,0.02678099744842446,26.486156582832336,0.002491214396286523,26.486156582832336,2.5029299785605616e-06,208.90847301483154
200,src_teacher,0.0267979130232324,26.4857195019722,0.0024907394290494267,26.486156582832336,2.5e-06,208.57653379440308
