epoch,stage,train_profile_loss,validation_score,weighted_mean_psnr,worst_profile,worst_psnr,teacher_drop_db,eligible,best_score,covered_profiles,min_sample_count,max_sample_count,layer0_vq_weight,layer1_vq_weight,channel_probability,seconds
25,channel_finetune,0.27194908475893653,23.792969719568887,24.552558680375416,16x2,20.754613876342773,0.24155324697494507,True,23.792969719568887,121,678,80925,0.25,0.5,1.0,954.701052904129
26,channel_finetune,0.2726740093817166,23.7907554268837,24.549777597188946,16x2,20.75466674566269,0.24447977542877197,True,23.792969719568887,121,704,84162,0.25,0.5,1.0,949.7107996940613
27,channel_finetune,0.2725125756608626,23.790507499376933,24.548980166514713,16x2,20.756616830825806,0.2406877875328064,True,23.792969719568887,121,732,87399,0.25,0.5,1.0,952.8155343532562
28,channel_finetune,0.27267851347701966,23.79778807560603,24.557682593663532,16x2,20.758210003376007,0.23720258474349976,True,23.79778807560603,121,760,90636,0.25,0.5,1.0,947.489296913147
29,channel_finetune,0.2733674836380022,23.79449557463328,24.55251665910085,16x2,20.762411236763,0.2397315502166748,True,23.79778807560603,121,788,93873,0.25,0.5,1.0,958.3129005432129
30,channel_finetune,0.2732312488687565,23.795519097646082,24.554533729950588,16x2,20.75946056842804,0.24022430181503296,True,23.79778807560603,121,814,97110,0.25,0.5,1.0,953.3980107307434
31,channel_finetune,0.2730524695422084,23.799006148179377,24.557267944018047,16x2,20.765958964824677,0.24020498991012573,True,23.799006148179377,121,840,100347,0.25,0.5,1.0,952.5429606437683
32,channel_finetune,0.2738101718703312,23.799770736694338,24.557832539081573,16x2,20.767523527145386,0.24190062284469604,True,23.799770736694338,121,868,103584,0.25,0.5,1.0,957.2591021060944
33,channel_finetune,0.2732119750156316,23.79837613105774,24.557023465633392,16x2,20.763786792755127,0.24004262685775757,True,23.799770736694338,121,896,106821,0.25,0.5,1.0,954.8956117630005
34,channel_finetune,0.27382840301974615,23.79989008903504,24.558125972747803,16x2,20.76694655418396,0.2375251054763794,True,23.79989008903504,121,924,110058,0.25,0.5,1.0,951.6070032119751
35,channel_finetune,0.27335075815552073,23.79901807308197,24.55823355913162,16x2,20.762156128883362,0.23818808794021606,True,23.79989008903504,121,950,113295,0.25,0.5,1.0,952.4959988594055
36,channel_finetune,0.2738654582191847,23.80216957330704,24.561844676733017,16x2,20.76346915960312,0.23820734024047852,True,23.80216957330704,121,976,116532,0.25,0.5,1.0,959.3174848556519
37,channel_finetune,0.27444642988136114,23.799497985839842,24.558486044406887,16x2,20.763545751571655,0.23920214176177979,True,23.80216957330704,121,1004,119769,0.25,0.5,1.0,955.8607428073883
38,channel_finetune,0.27350220556152544,23.798549648125963,24.558253029982243,16x2,20.759736120700836,0.2366483211517334,True,23.80216957330704,121,1032,123006,0.25,0.5,1.0,965.4562854766846
39,channel_finetune,0.2742834092535891,23.799203046162923,24.558439503113426,16x2,20.7622572183609,0.23640680313110352,True,23.80216957330704,121,1060,126243,0.25,0.5,1.0,947.1769258975983
40,channel_finetune,0.2743772064820822,23.800802997748058,24.559311469395954,16x2,20.766769111156464,0.23718369007110596,True,23.80216957330704,121,1086,129480,0.25,0.5,1.0,949.6476731300354
