epoch,stage,train_profile_loss,validation_score,weighted_mean_psnr,worst_profile,worst_psnr,teacher_drop_db,eligible,best_score,covered_profiles,min_sample_count,max_sample_count,layer0_vq_weight,layer1_vq_weight,channel_probability,seconds
1,variable_rate,0.27142619664673673,22.954767441749574,23.91733753681183,16x2,19.10448706150055,0.036507487297058105,True,22.954767441749574,121,24,3237,0.25,0.5,0.0,872.0201795101166
2,variable_rate,0.28015115709489896,23.091325394312534,24.068496634562802,16x2,19.182640433311462,0.025859415531158447,True,23.091325394312534,121,52,6474,0.25,0.5,0.0,898.37872838974
3,variable_rate,0.2847807661050666,23.21443873246511,24.18158925573031,16x2,19.345836639404297,0.02613365650177002,True,23.21443873246511,121,80,9711,0.25,0.5,0.0,889.4694786071777
4,variable_rate,0.28559283764106264,23.222247874736787,24.209928661584854,16x2,19.271524727344513,0.01631331443786621,True,23.222247874736787,121,108,12948,0.25,0.5,0.0,895.2224638462067
5,variable_rate,0.2829403347316479,23.109909756978357,24.065950522820156,16x2,19.285746693611145,0.02337092161178589,True,23.222247874736787,121,134,16185,0.25,0.5,0.0,880.9530031681061
6,variable_rate,0.2799566941087023,23.19406681060791,24.176854610443115,16x2,19.26291561126709,0.04462623596191406,True,23.222247874736787,121,160,19422,0.25,0.5,0.0,888.2247591018677
7,variable_rate,0.2762365785396031,23.24745245774587,24.21688691775004,16x2,19.369714617729187,0.01111459732055664,True,23.24745245774587,121,188,22659,0.25,0.5,0.0,886.6222269535065
8,variable_rate,0.27372695723992185,23.14992376168569,24.111730019251507,16x2,19.302698731422424,0.03921818733215332,True,23.24745245774587,121,216,25896,0.25,0.5,0.0,894.4564337730408
9,variable_rate,0.2708880655866854,23.242031812667843,24.20940777659416,16x2,19.372527956962585,0.03467893600463867,True,23.24745245774587,121,244,29133,0.25,0.5,0.0,889.1316893100739
10,variable_rate,0.27006187804937887,23.259617733955388,24.23427987098694,16x2,19.360969185829163,0.01267331838607788,True,23.259617733955388,121,270,32370,0.25,0.5,0.0,875.8121995925903
11,variable_rate,0.2683587185771881,23.202586229642232,24.187405924002327,16x2,19.263307452201843,0.013871967792510986,True,23.259617733955388,121,296,35607,0.25,0.5,0.0,893.2889986038208
12,variable_rate,0.2681707736642172,23.237675742308298,24.220359971125916,16x2,19.30693882703781,0.008411824703216553,True,23.259617733955388,121,324,38844,0.25,0.5,0.0,888.2421658039093
13,variable_rate,0.2685666546858897,23.238344331582383,24.214779297510777,16x2,19.332604467868805,0.016244173049926758,True,23.259617733955388,121,352,42081,0.25,0.5,0.0,890.9563584327698
14,variable_rate,0.2677221749652679,23.248142449061078,24.222989430030186,16x2,19.34875452518463,0.008544504642486572,True,23.259617733955388,121,380,45318,0.25,0.5,0.0,884.6378719806671
15,variable_rate,0.2671780506931126,23.2083656668663,24.196838110685345,16x2,19.25447589159012,0.014192700386047363,True,23.259617733955388,121,406,48555,0.25,0.5,0.0,890.4805421829224
16,variable_rate,0.26661786206817345,23.266118069489796,24.23966954151789,16x2,19.37191218137741,0.007735788822174072,True,23.266118069489796,121,432,51792,0.25,0.5,0.0,890.3843982219696
17,variable_rate,0.26658830404749245,23.177426211039226,24.132814784844715,16x2,19.35587191581726,0.036117494106292725,True,23.266118069489796,121,460,55029,0.25,0.5,0.0,909.9817671775818
18,variable_rate,0.26677233002632594,23.293856791655223,24.261090834935505,16x2,19.424920618534088,0.008167624473571777,True,23.293856791655223,121,488,58266,0.25,0.5,0.0,904.1059112548828
19,variable_rate,0.2668808803647824,23.28529882033666,24.251659164826073,16x2,19.419857442378998,0.011086463928222656,True,23.293856791655223,121,516,61503,0.25,0.5,0.0,906.4235589504242
20,variable_rate,0.26667109871749844,23.26189124981562,24.24008895953496,16x2,19.349100410938263,0.010553121566772461,True,23.293856791655223,121,542,64740,0.25,0.5,0.0,900.5654060840607
21,variable_rate,0.2663469145724907,23.27406647205353,24.253211587667465,16x2,19.35748600959778,0.0035787224769592285,True,23.293856791655223,121,568,67977,0.25,0.5,0.0,904.2970798015594
22,variable_rate,0.2664720892857086,23.3118954539299,24.269091367721554,16x2,19.483111798763275,0.005514860153198242,True,23.3118954539299,121,596,71214,0.25,0.5,0.0,895.1303641796112
23,variable_rate,0.26637502754286074,23.273757084210715,24.23758555452029,16x2,19.418443202972412,0.018443763256072998,True,23.3118954539299,121,624,74451,0.25,0.5,0.0,905.0301134586334
24,variable_rate,0.26513079251006866,23.291226621468866,24.26010615626971,16x2,19.415708482265472,0.00017434358596801758,True,23.3118954539299,121,652,77688,0.25,0.5,0.0,896.043586730957
25,variable_rate,0.2649944800193599,23.25263312657674,24.214074860016503,16x2,19.406866192817688,0.021341323852539062,True,23.3118954539299,121,678,80925,0.25,0.5,0.0,900.5611279010773
26,variable_rate,0.2631560383829117,23.310945900281272,24.273759226004284,16x2,19.45969259738922,0.013467133045196533,True,23.3118954539299,121,704,84162,0.25,0.5,0.0,892.8122160434723
27,variable_rate,0.26278329714492077,23.274008802572883,24.212831904490784,16x2,19.518716394901276,0.024602949619293213,True,23.3118954539299,121,732,87399,0.25,0.5,0.0,897.9297041893005
28,variable_rate,0.25676125617027085,23.333754098415376,24.291585087776184,16x2,19.502430140972137,0.0028403401374816895,True,23.333754098415376,121,760,90636,0.25,0.5,0.0,898.918764591217
29,variable_rate,0.25616994584546043,23.31453723112742,24.273487468560536,16x2,19.47873628139496,0.007349908351898193,True,23.333754098415376,121,788,93873,0.25,0.5,0.0,890.3447012901306
30,variable_rate,0.2559654175018754,23.335577368736267,24.291385769844055,16x2,19.512343764305115,0.008541107177734375,True,23.335577368736267,121,814,97110,0.25,0.5,0.0,899.4014809131622
31,variable_rate,0.25496588759995087,23.338968777656554,24.290593713521954,16x2,19.532469034194946,0.0007695555686950684,True,23.338968777656554,121,840,100347,0.25,0.5,0.0,892.1095614433289
32,variable_rate,0.2551300909710451,23.33311966260274,24.284087727467217,16x2,19.529247403144836,0.0034990310668945312,True,23.338968777656554,121,868,103584,0.25,0.5,0.0,889.451666355133
33,variable_rate,0.2533854619571971,23.34442849159241,24.297346144914627,16x2,19.532757878303528,0.00920116901397705,True,23.34442849159241,121,896,106821,0.25,0.5,0.0,899.9262497425079
34,variable_rate,0.25356530896878543,23.368575576941172,24.31926142175992,16x2,19.565832197666168,0.002175748348236084,True,23.368575576941172,121,924,110058,0.25,0.5,0.0,896.4011702537537
35,variable_rate,0.2533026718191289,23.357539943854015,24.316621681054432,16x2,19.521212995052338,0.001498401165008545,True,23.368575576941172,121,950,113295,0.25,0.5,0.0,900.4375829696655
36,variable_rate,0.25296024175982446,23.34907137950261,24.302627782026924,16x2,19.534845769405365,0.00302886962890625,True,23.368575576941172,121,976,116532,0.25,0.5,0.0,901.0337438583374
37,variable_rate,0.25308420909719237,23.37481918732325,24.317063858111695,16x2,19.605840504169464,-0.0001322627067565918,True,23.37481918732325,121,1004,119769,0.25,0.5,0.0,898.6930768489838
38,variable_rate,0.25270192523703366,23.382361543178558,24.337853312492367,16x2,19.56039446592331,0.00035691261291503906,True,23.382361543178558,121,1032,123006,0.25,0.5,0.0,887.3384923934937
39,variable_rate,0.2535751314248555,23.382236202557884,24.339092502991356,16x2,19.554811000823975,0.002505958080291748,True,23.382361543178558,121,1060,126243,0.25,0.5,0.0,902.3012993335724
40,variable_rate,0.25260851079707974,23.368324100971222,24.320917248725888,16x2,19.557951509952545,0.007928073406219482,True,23.382361543178558,121,1086,129480,0.25,0.5,0.0,903.5281836986542
41,variable_rate,0.2538389997400866,23.34851588010788,24.289523035287854,16x2,19.58448725938797,0.011413753032684326,True,23.382361543178558,121,1113,132717,0.25,0.5,0.0,898.1826274394989
42,variable_rate,0.25352484534278125,23.333078984419505,24.299908449252445,16x2,19.465761125087738,0.002445697784423828,True,23.382361543178558,121,1140,135954,0.25,0.5,0.0,901.118138551712
43,variable_rate,0.2537267628836398,23.359552391370137,24.307384679714836,16x2,19.568223237991333,0.002029240131378174,True,23.382361543178558,121,1168,139191,0.25,0.5,0.0,902.8036332130432
44,variable_rate,0.2531491899137852,23.363560251394908,24.311809887488682,16x2,19.570561707019806,0.0005928874015808105,True,23.382361543178558,121,1196,142428,0.25,0.5,0.0,869.6939659118652
45,variable_rate,0.25304934802066087,23.381535132726036,24.325884054104485,16x2,19.60413944721222,0.0017303824424743652,True,23.382361543178558,121,1222,145665,0.25,0.5,0.0,894.324300289154
46,variable_rate,0.25360069849122985,23.374248230457304,24.31982472538948,16x2,19.591942250728607,0.001423656940460205,True,23.382361543178558,121,1249,148902,0.25,0.5,0.0,909.8280868530273
47,variable_rate,0.2543348952754411,23.370044700304664,24.315066029628113,16x2,19.589959383010864,0.0029177069664001465,True,23.382361543178558,121,1276,152139,0.25,0.5,0.0,904.4469075202942
48,variable_rate,0.2546141996914307,23.366534097989398,24.304334739844,16x2,19.615331530570984,0.0014047622680664062,True,23.382361543178558,121,1304,155376,0.25,0.5,0.0,899.8667843341827
49,variable_rate,0.25381472541571537,23.381391994158424,24.337074150641754,16x2,19.558663368225098,0.003507375717163086,True,23.382361543178558,121,1332,158613,0.25,0.5,0.0,900.4405107498169
50,variable_rate,0.25317324231936034,23.371463819344836,24.31901363531748,16x2,19.581264555454254,-0.0011271834373474121,True,23.382361543178558,121,1358,161850,0.25,0.5,0.0,901.8446967601776
51,variable_rate,0.2546279390330354,23.373461163043977,24.31218260526657,16x2,19.618575394153595,0.0020325779914855957,True,23.382361543178558,121,1385,165087,0.25,0.5,0.0,907.8994040489197
52,variable_rate,0.25399783634120426,23.391631968816124,24.336448470751446,16x2,19.61236596107483,0.0009230375289916992,True,23.391631968816124,121,1412,168324,0.25,0.5,0.0,901.4726858139038
53,variable_rate,0.2549086861830654,23.373592539628348,24.318882773319878,16x2,19.592431604862213,-0.00011307001113891602,True,23.391631968816124,121,1440,171561,0.25,0.5,0.0,899.1229753494263
54,variable_rate,0.2544341515408275,23.366281374295554,24.323367009560265,16x2,19.537938833236694,-0.00026923418045043945,True,23.391631968816124,121,1468,174798,0.25,0.5,0.0,893.2431373596191
55,variable_rate,0.2551829704326043,23.369827405611673,24.321201165517166,16x2,19.564332365989685,0.0043991804122924805,True,23.391631968816124,121,1494,178035,0.25,0.5,0.0,895.6126356124878
56,variable_rate,0.25568647195820327,23.39797754685084,24.342462559541065,16x2,19.620037496089935,-0.002899169921875,True,23.39797754685084,121,1521,181272,0.25,0.5,0.0,900.5527312755585
57,variable_rate,0.25539955457467434,23.388756223519646,24.334216872851055,16x2,19.606913626194,-0.00018864870071411133,True,23.39797754685084,121,1548,184509,0.25,0.5,0.0,902.089307308197
58,variable_rate,0.2552898222450698,23.389005517959596,24.335490912199017,16x2,19.603063941001892,0.0026267170906066895,True,23.39797754685084,121,1576,187746,0.25,0.5,0.0,897.1128623485565
59,variable_rate,0.25542385605624307,23.38172751267751,24.34404052297274,16x2,19.532475471496582,0.002793729305267334,True,23.39797754685084,121,1604,190983,0.25,0.5,0.0,883.5867896080017
60,variable_rate,0.25522760207113715,23.401730060577393,24.35327976942062,16x2,19.595531225204468,-0.0002567768096923828,True,23.401730060577393,121,1630,194220,0.25,0.5,0.0,890.5047109127045
61,variable_rate,0.25604790831846885,23.391765189170837,24.344232112169262,16x2,19.581897497177124,-0.0018761754035949707,True,23.401730060577393,121,1657,197457,0.25,0.5,0.0,874.5850989818573
62,variable_rate,0.25556484023102366,23.38753203948339,24.336602191130318,16x2,19.59125143289566,0.000503838062286377,True,23.401730060577393,121,1684,200694,0.25,0.5,0.0,878.2499809265137
63,variable_rate,0.25786316131684023,23.394949090480804,24.357304871082306,16x2,19.5455259680748,0.006199777126312256,True,23.401730060577393,121,1712,203931,0.25,0.5,0.0,894.9494557380676
