run_id,epoch,train_recon,train_vq,val_recon,best_val_recon,is_best,phase,learning_rate
quality_v1_unet2_ds4x2_k64-003-resume,159,0.00552816,0.03414971,0.00541154,0.00539497,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,160,0.00583138,0.03508477,0.00557170,0.00539497,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,161,0.00548551,0.03425392,0.00561774,0.00539497,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,162,0.00553219,0.03439544,0.00540460,0.00539497,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,163,0.00544527,0.03418263,0.00524740,0.00524740,1,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,164,0.00569689,0.03493583,0.00542106,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,165,0.00553886,0.03439102,0.00536552,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,166,0.00554769,0.03444628,0.00568994,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,167,0.00549702,0.03443889,0.00542743,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,168,0.00551447,0.03442497,0.01552973,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,169,0.00551937,0.03448840,0.00554362,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,170,0.00546599,0.03437739,0.00538931,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,171,0.00547130,0.03435906,0.00986492,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,172,0.00548520,0.03448519,0.00552679,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,173,0.00542328,0.03434151,0.00542121,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,174,0.00546680,0.03449732,0.00531776,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,175,0.00542353,0.03442798,0.00544802,0.00524740,0,Phase3-微调,2.5e-05
