run_id,epoch,train_recon,train_vq,val_recon,best_val_recon,is_best,phase,channel_prob,learning_rate
exp12_rate044_A_patch_cb256-2-20260709-164004,1,0.76147616,0.25825180,0.06220020,0.06220020,1,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,2,0.06772006,0.10641376,0.06190912,0.06190912,1,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,3,0.05469542,0.07205785,0.03961434,0.03961434,1,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,4,0.04658780,0.05513338,0.03330682,0.03330682,1,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,5,0.04163949,0.04507376,0.03252239,0.03252239,1,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,6,0.03951900,0.03795127,0.02922754,0.02922754,1,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,7,0.03697779,0.03279314,0.02582882,0.02582882,1,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,8,0.03437498,0.03004817,0.02726041,0.02582882,0,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,9,0.03240234,0.02888927,0.02285713,0.02285713,1,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,10,0.03123547,0.02789923,0.02164029,0.02164029,1,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,11,0.03037461,0.02819822,0.02266795,0.02164029,0,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,12,0.02913934,0.02768045,0.02270316,0.02164029,0,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,13,0.02834409,0.02803134,0.02234479,0.02164029,0,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,14,0.02734374,0.02870447,0.01860566,0.01860566,1,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,15,0.02692928,0.02961385,0.01910823,0.01860566,0,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,16,0.02721012,0.02982624,0.01898315,0.01860566,0,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,17,0.02652435,0.02967047,0.01779268,0.01779268,1,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,18,0.02588961,0.03002915,0.06495792,0.01779268,0,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,19,0.02628368,0.02968821,0.01794274,0.01779268,0,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,20,0.02525324,0.03008163,0.01888934,0.01779268,0,Phase1-拓荒,0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,21,0.02503315,0.02996362,0.01807683,0.01779268,0,Phase2-退火(0%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,22,0.03019595,0.03095328,0.01761438,0.01761438,1,Phase2-退火(2%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,23,0.02430381,0.02970496,0.01655666,0.01655666,1,Phase2-退火(3%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,24,0.02391237,0.02934358,0.01645357,0.01645357,1,Phase2-退火(5%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,25,0.02338972,0.02978070,0.01579776,0.01579776,1,Phase2-退火(7%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,26,0.02301601,0.02934836,0.01722953,0.01579776,0,Phase2-退火(8%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,27,0.02321568,0.02977222,0.01662467,0.01579776,0,Phase2-退火(10%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,28,0.02305002,0.03032206,0.01598333,0.01579776,0,Phase2-退火(12%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,29,0.02252468,0.03023571,0.01498231,0.01498231,1,Phase2-退火(13%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,30,0.02252017,0.03012443,0.01559745,0.01498231,0,Phase2-退火(15%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,31,0.02340428,0.03018485,0.01910611,0.01498231,0,Phase2-退火(17%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,32,0.02172890,0.02949152,0.01500392,0.01498231,0,Phase2-退火(18%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,33,0.02124218,0.02936744,0.01485139,0.01485139,1,Phase2-退火(20%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,34,0.02821831,0.02967596,0.01581483,0.01485139,0,Phase2-退火(22%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,35,0.02099630,0.02939494,0.01706409,0.01485139,0,Phase2-退火(23%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,36,0.02094008,0.02927426,0.01518508,0.01485139,0,Phase2-退火(25%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,37,0.02163268,0.02971333,0.01487564,0.01485139,0,Phase2-退火(27%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,38,0.02041847,0.02938070,0.01564892,0.01485139,0,Phase2-退火(28%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,39,0.02038371,0.02924555,0.01445233,0.01445233,1,Phase2-退火(30%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,40,0.02767217,0.02954296,0.01538833,0.01445233,0,Phase2-退火(32%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,41,0.01949953,0.02863800,0.01494667,0.01445233,0,Phase2-退火(33%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,42,0.01911044,0.02856026,0.01559932,0.01445233,0,Phase2-退火(35%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,43,0.01948097,0.02895880,0.01428289,0.01428289,1,Phase2-退火(37%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,44,0.02024843,0.02875880,0.01411997,0.01411997,1,Phase2-退火(38%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,45,0.01908944,0.02893781,0.01644182,0.01411997,0,Phase2-退火(40%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,46,0.02199334,0.02832129,0.01408043,0.01408043,1,Phase2-退火(42%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,47,0.01834011,0.02807507,0.01402087,0.01402087,1,Phase2-退火(43%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,48,0.01839607,0.02828630,0.01440283,0.01402087,0,Phase2-退火(45%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,49,0.01827911,0.02838824,0.01478327,0.01402087,0,Phase2-退火(47%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,50,0.01845663,0.02871739,0.01383292,0.01383292,1,Phase2-退火(48%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,51,0.01802839,0.02864615,0.01356919,0.01356919,1,Phase2-退火(50%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,52,0.02091126,0.02830884,0.01436792,0.01356919,0,Phase2-退火(52%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,53,0.01740220,0.02783270,0.01376069,0.01356919,0,Phase2-退火(53%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,54,0.01733672,0.02794084,0.01359822,0.01356919,0,Phase2-退火(55%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,55,0.01725269,0.02803632,0.01386366,0.01356919,0,Phase2-退火(57%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,56,0.01953127,0.02811413,0.09559689,0.01356919,0,Phase2-退火(58%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,57,0.02005265,0.02813995,0.01329193,0.01329193,1,Phase2-退火(60%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,58,0.01622884,0.02736508,0.01385268,0.01329193,0,Phase2-退火(62%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,59,0.01726563,0.02765212,0.01325071,0.01325071,1,Phase2-退火(63%),0.000000,5e-05
exp12_rate044_A_patch_cb256-2-20260709-164004,60,0.01615954,0.02748190,0.01354268,0.01325071,0,Phase2-退火(65%),0.000000,5e-05
