step,profile,k0,k1,num_images,psnr,ms_ssim,lpips,reconstruction_loss,active_ratio,perplexity,dead_code_count,collapse_ratio,min_l2_distance,src_reference_psnr,src_psnr_gap_db,teacher_psnr,teacher_psnr_drop_db,score,eligible,layer0_codebook_size,layer0_num_assignments,layer0_active_count,layer0_active_ratio,layer0_perplexity,layer0_dead_code_count,layer0_collapse_count,layer0_collapse_ratio,layer0_min_l2_distance,layer1_codebook_size,layer1_num_assignments,layer1_active_count,layer1_active_ratio,layer1_perplexity,layer1_dead_code_count,layer1_collapse_count,layer1_collapse_ratio,layer1_min_l2_distance
1,2048x16,2048,16,128,24.665103435516357,0.9505649850514346,0.33993918634951115,0.014876621076837182,0.999755859375,510.344491925671,0.5,0.0,0.5311871767044067,,,26.48615664243698,0.036507487297058105,22.954767441749574,True,2048,131072,2047,0.99951171875,1006.1763869313482,1,0,0.0,0.5311871767044067,16,32768,16,1.0,14.512596919993765,0,0,0.0,1.3723132610321045
2,2048x16,2048,16,128,24.821106493473053,0.9515799855824241,0.3366518123075366,0.014339653542265296,0.99951171875,497.11660236991344,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.025859415531158447,23.091325394312534,True,2048,131072,2046,0.9990234375,979.7593706314649,2,0,0.0,0.5311871767044067,16,32768,16,1.0,14.473834108361974,0,0,0.0,1.7031843662261963
3,2048x16,2048,16,128,24.977827489376068,0.9529180739621332,0.33454022742807865,0.013850638293661177,0.99951171875,500.93227903791234,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.02613365650177002,23.21443873246511,True,2048,131072,2046,0.9990234375,987.0672658382634,2,0,0.0,0.5311871767044067,16,32768,16,1.0,14.797292237561212,0,0,0.0,1.9949675798416138
4,2048x16,2048,16,128,25.040548384189606,0.9534426919812945,0.33318723551928997,0.013674796995474026,0.99951171875,497.52708847018926,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.01631331443786621,23.222247874736787,True,2048,131072,2046,0.9990234375,980.0070616328072,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.04711530757129,0,0,0.0,1.9912774562835693
5,2048x16,2048,16,128,24.781938910484314,0.9514661771502186,0.3361083688214421,0.014437865611398593,0.99951171875,498.4402236949671,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.02337092161178589,23.109909756978357,True,2048,131072,2046,0.9990234375,981.9773710878193,2,0,0.0,0.5311871767044067,16,32768,16,1.0,14.903076302114853,0,0,0.0,1.5212825536727905
6,2048x16,2048,16,128,25.05766797065735,0.9535581554379562,0.3326855096966028,0.013611864764243364,0.99951171875,511.2997813157116,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.04462623596191406,23.19406681060791,True,2048,131072,2046,0.9990234375,1007.6600304087377,2,0,0.0,0.5311871767044067,16,32768,16,1.0,14.939532222685393,0,0,0.0,1.5069292783737183
7,2048x16,2048,16,128,24.986255526542664,0.9527739738856009,0.33417934365570545,0.013842828426277265,0.99951171875,509.541718988308,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.01111459732055664,23.24745245774587,True,2048,131072,2046,0.9990234375,1004.0383294023069,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.045108574309054,0,0,0.0,1.2607529163360596
8,2048x16,2048,16,128,24.948494136333466,0.9529343269326801,0.33493249770253897,0.013937853538664058,0.99951171875,506.7739892651358,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.03921818733215332,23.14992376168569,True,2048,131072,2046,0.9990234375,998.665454766866,2,0,0.0,0.5311871767044067,16,32768,16,1.0,14.882523763405642,0,0,0.0,1.4596307277679443
9,2048x16,2048,16,128,24.995115876197815,0.9529990850228602,0.3317448487505317,0.01383603605790995,0.99951171875,524.1539200699834,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.03467893600463867,23.242031812667843,True,2048,131072,2046,0.9990234375,1033.4806747955336,2,0,0.0,0.5311871767044067,16,32768,16,1.0,14.827165344433332,0,0,0.0,2.1054742336273193
10,2048x16,2048,16,128,25.049513280391693,0.9529820507384077,0.3331645894795656,0.013616913347505033,0.99951171875,511.55646271961723,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.01267331838607788,23.259617733955388,True,2048,131072,2046,0.9990234375,1008.1832078767318,2,0,0.0,0.5311871767044067,16,32768,16,1.0,14.929717562502656,0,0,0.0,1.6299433708190918
11,2048x16,2048,16,128,25.030168771743774,0.9535614166357002,0.33407555613666773,0.01370380591833964,0.99951171875,514.8212093534038,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.013871967792510986,23.202586229642232,True,2048,131072,2046,0.9990234375,1014.540767006908,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.10165169989959,0,0,0.0,1.9313658475875854
12,2048x16,2048,16,128,25.016959071159363,0.953472705217611,0.3333875257521868,0.013752681552432477,0.99951171875,519.748269543095,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.008411824703216553,23.237675742308298,True,2048,131072,2046,0.9990234375,1024.3048714681483,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.191667618041617,0,0,0.0,1.7525111436843872
13,2048x16,2048,16,128,25.023148596286774,0.9530294399558805,0.33452784828841686,0.013717486901441589,0.99951171875,509.01408386604453,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.016244173049926758,23.238344331582383,True,2048,131072,2046,0.9990234375,1002.9894623316293,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.038705400459719,0,0,0.0,1.4480054378509521
14,2048x16,2048,16,128,25.002534985542297,0.9525194906670671,0.3350423602387309,0.013772530597634614,0.99951171875,510.34416074115916,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.008544504642486572,23.248142449061078,True,2048,131072,2046,0.9990234375,1005.7203830407354,2,0,0.0,0.5311871767044067,16,32768,16,1.0,14.967938441582916,0,0,0.0,1.501747965812683
15,2048x16,2048,16,128,25.070010244846344,0.9534185404428844,0.3335125660523772,0.013618547556689009,0.99951171875,519.0218262187467,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.014192700386047363,23.2083656668663,True,2048,131072,2046,0.9990234375,1022.9660412754165,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.077611162076787,0,0,0.0,2.229506731033325
16,2048x16,2048,16,128,25.00512683391571,0.9531286838617276,0.33424749597907066,0.013762987597147003,0.99951171875,513.13591594054,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.007735788822174072,23.266118069489796,True,2048,131072,2046,0.9990234375,1011.1294421811476,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.14238969993243,0,0,0.0,1.5711407661437988
17,2048x16,2048,16,128,24.88323014974594,0.9519735972771459,0.3368434328585863,0.014115505648078397,0.99951171875,504.51967695911213,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.036117494106292725,23.177426211039226,True,2048,131072,2046,0.9990234375,994.2877967182626,2,0,0.0,0.5311871767044067,16,32768,16,1.0,14.751557199961617,0,0,0.0,1.3176183700561523
18,2048x16,2048,16,128,25.051133573055267,0.9533524570402303,0.3349039200693369,0.013640291144838557,0.99951171875,511.4847192718299,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.008167624473571777,23.293856791655223,True,2048,131072,2046,0.9990234375,1007.8639699565502,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.105468587109458,0,0,0.0,2.012664318084717
19,2048x16,2048,16,128,25.030429661273956,0.9525552021135759,0.33574833255261183,0.013672135333763435,0.99951171875,503.646199456936,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.011086463928222656,23.28529882033666,True,2048,131072,2046,0.9990234375,992.2216096739508,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.070789239921302,0,0,0.0,1.5523295402526855
20,2048x16,2048,16,128,25.045893788337708,0.9532093824512679,0.33510880544781685,0.013646178093040362,0.99951171875,514.8418121671452,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.010553121566772461,23.26189124981562,True,2048,131072,2046,0.9990234375,1014.2530510790522,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.430573255238219,0,0,0.0,1.5870178937911987
21,2048x16,2048,16,128,25.005832970142365,0.9524556576203032,0.33563166484236717,0.013764498580712825,0.99951171875,512.7535591277771,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.0035787224769592285,23.27406647205353,True,2048,131072,2046,0.9990234375,1010.4834855365193,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.023632719034916,0,0,0.0,1.479344367980957
22,2048x16,2048,16,128,25.00039565563202,0.9525412335561995,0.3361090626567602,0.013775243744021282,0.99951171875,516.3115314642267,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.005514860153198242,23.3118954539299,True,2048,131072,2046,0.9990234375,1017.5770520845019,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.046010843951578,0,0,0.0,1.2742782831192017
23,2048x16,2048,16,128,24.966399550437927,0.9524375581595337,0.3371618930250406,0.013908237888244912,0.99951171875,515.2423241980309,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.018443763256072998,23.273757084210715,True,2048,131072,2046,0.9990234375,1015.7453802526181,2,0,0.0,0.5311871767044067,16,32768,16,1.0,14.73926814344373,0,0,0.0,1.2037886381149292
24,2048x16,2048,16,128,25.03543347120285,0.9530969379896198,0.33426148537546396,0.01371086368453689,0.99951171875,525.7647889230008,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.00017434358596801758,23.291226621468866,True,2048,131072,2046,0.9990234375,1036.330898330051,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.19867951595062,0,0,0.0,2.107401132583618
25,2048x16,2048,16,128,25.005570709705353,0.952060901696788,0.3374376306310296,0.013751246937317774,0.99951171875,519.4816636706637,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.021341323852539062,23.25263312657674,True,2048,131072,2046,0.9990234375,1023.9586978166697,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.004629524657622,0,0,0.0,1.5195797681808472
26,2048x16,2048,16,128,25.017746150493622,0.952571336192089,0.33606449142098427,0.01374458783539012,0.99951171875,519.9170746084473,1.0,0.0,0.5311871767044067,,,26.48615664243698,0.013467133045196533,23.310945900281272,True,2048,131072,2046,0.9990234375,1024.6615067083835,2,0,0.0,0.5311871767044067,16,32768,16,1.0,15.172642508511005,0,0,0.0,1.6085598468780518
