run_id,epoch,layer,depth,scope,codebook_size,active_ratio,active_count,dead_count,perplexity,codebook_loss,commitment,residual_norm,projection_grad_norm,restarted_codes,usage_counts,min_l2_dist,collapse_count,collapse_ratio,distance_reference_count,distance_stats_exact
residual_simvq_k4-2_d2-2_rate047-20260723-121543,10,0,0,depth,4,1.0000000000,4,0,3.9408109188,0.3308432177,0.3308432177,0.5742302448,,0,"[98858,120457,114601,157604]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,10,0,1,depth,4,1.0000000000,4,0,2.4757146835,0.2678664386,0.2678664356,0.5165244296,,0,"[248094,16690,215717,11019]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,10,0,,aggregate,4,1.0000000000,4,0,3.7107088566,0.2993548281,0.2993548267,0.5165244296,0.0007572765,0,"[346952,137147,330318,168623]",7.6241102219,0,0.0000000000,4,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,10,1,0,depth,2,1.0000000000,2,0,1.9882048368,0.0267951405,0.0267951405,0.1635632113,,0,"[68116,54764]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,10,1,1,depth,2,1.0000000000,2,0,1.7675908804,0.0189384014,0.0189384014,0.1375045016,,0,"[91332,31548]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,10,1,,aggregate,2,1.0000000000,2,0,1.9120750427,0.0228667710,0.0228667710,0.1375045016,0.0004144785,0,"[159448,86312]",8.2161664963,0,0.0000000000,2,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,20,0,0,depth,4,1.0000000000,4,0,3.9614369869,0.3685986280,0.3685986280,0.6060408264,,0,"[106057,113994,119593,151876]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,20,0,1,depth,4,1.0000000000,4,0,2.3511335850,0.3097544253,0.3097544283,0.5553459421,,0,"[264125,12494,207416,7485]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,20,0,,aggregate,4,1.0000000000,4,0,3.6426398754,0.3391765267,0.3391765282,0.5553459421,0.0007063643,0,"[370182,126488,327009,159361]",7.4845633507,0,0.0000000000,4,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,20,1,0,depth,2,1.0000000000,2,0,1.9645928144,0.0247078337,0.0247078337,0.1570847683,,0,"[73018,49862]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,20,1,1,depth,2,1.0000000000,2,0,1.5300244093,0.0189209321,0.0189209321,0.1374706902,,0,"[104265,18615]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,20,1,,aggregate,2,1.0000000000,2,0,1.8069822788,0.0218143829,0.0218143829,0.1374706902,0.0003679832,0,"[177283,68477]",8.6619224548,0,0.0000000000,2,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,30,0,0,depth,4,1.0000000000,4,0,3.9573342800,0.3789131626,0.3789131626,0.6142330378,,0,"[111389,108586,117221,154324]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,30,0,1,depth,4,1.0000000000,4,0,2.3008613586,0.3238429524,0.3238429539,0.5676197261,,0,"[270203,10069,204357,6891]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,30,0,,aggregate,4,1.0000000000,4,0,3.6131155491,0.3513780575,0.3513780583,0.5676197261,0.0006541923,0,"[381592,118655,321578,161215]",7.6022968292,0,0.0000000000,4,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,30,1,0,depth,2,1.0000000000,2,0,1.9358218908,0.0202176101,0.0202176101,0.1420854308,,0,"[77046,45834]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,30,1,1,depth,2,1.0000000000,2,0,1.4874570370,0.0178596864,0.0178596864,0.1335481048,,0,"[106206,16674]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,30,1,,aggregate,2,1.0000000000,2,0,1.7630747557,0.0190386482,0.0190386482,0.1335481048,0.0003412395,0,"[183252,62508]",9.1033267975,0,0.0000000000,2,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,40,0,0,depth,4,1.0000000000,4,0,3.9444971085,0.3894160494,0.3894160494,0.6218702435,,0,"[108194,103564,122772,156990]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,40,0,1,depth,4,1.0000000000,4,0,2.2941434383,0.3369292557,0.3369292557,0.5780094504,,0,"[249488,9381,226667,5984]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,40,0,,aggregate,4,1.0000000000,4,0,3.6040298939,0.3631726526,0.3631726526,0.5780094504,0.0006335748,0,"[357682,112945,349439,162974]",7.5291733742,0,0.0000000000,4,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,40,1,0,depth,2,1.0000000000,2,0,1.9171952009,0.0225670570,0.0225670570,0.1500810839,,0,"[79180,43700]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,40,1,1,depth,2,1.0000000000,2,0,1.4896287918,0.0186165963,0.0186165963,0.1363193288,,0,"[106109,16771]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,40,1,,aggregate,2,1.0000000000,2,0,1.7471081018,0.0205918266,0.0205918266,0.1363193288,0.0002799141,0,"[185289,60471]",8.9045190811,0,0.0000000000,2,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,50,0,0,depth,4,1.0000000000,4,0,3.8896915913,0.5171776757,0.5171776757,0.7172067732,,0,"[98248,103778,115758,173736]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,50,0,1,depth,4,1.0000000000,4,0,2.3400461674,0.4613784939,0.4613784879,0.6771011949,,0,"[250373,11422,222738,6987]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,50,0,,aggregate,4,1.0000000000,4,0,3.6596362591,0.4892780848,0.4892780818,0.6771011949,0.0006660160,0,"[348621,115200,338496,180723]",7.3527994156,0,0.0000000000,4,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,50,1,0,depth,2,1.0000000000,2,0,1.8941473961,0.0206610559,0.0206610559,0.1435794711,,0,"[81516,41364]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,50,1,1,depth,2,1.0000000000,2,0,1.4092161655,0.0169488927,0.0169488927,0.1300574336,,0,"[109567,13313]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,50,1,,aggregate,2,1.0000000000,2,0,1.6989842653,0.0188049743,0.0188049743,0.1300574336,0.0002134087,0,"[191083,54677]",8.3589763641,0,0.0000000000,2,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,60,0,0,depth,4,1.0000000000,4,0,3.8438613415,0.4771186143,0.4771186143,0.6898524910,,0,"[102373,95484,108631,185032]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,60,0,1,depth,4,1.0000000000,4,0,2.2737751007,0.4300103128,0.4300103098,0.6548323244,,0,"[246401,8734,231087,5298]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,60,0,,aggregate,4,1.0000000000,4,0,3.6351239681,0.4535644636,0.4535644621,0.6548323244,0.0006205648,0,"[348774,104218,339718,190330]",7.1405916214,0,0.0000000000,4,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,60,1,0,depth,2,1.0000000000,2,0,1.8370317221,0.0151339590,0.0151339590,0.1229702801,,0,"[86406,36474]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,60,1,1,depth,2,1.0000000000,2,0,1.4196316004,0.0127031855,0.0127031855,0.1126807544,,0,"[109134,13746]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,60,1,,aggregate,2,1.0000000000,2,0,1.6592540741,0.0139185722,0.0139185722,0.1126807544,0.0001675862,0,"[195540,50220]",8.0507183075,0,0.0000000000,2,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,70,0,0,depth,4,1.0000000000,4,0,3.8521893024,0.5522323042,0.5522323042,0.7420962870,,0,"[101347,101048,105271,183854]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,70,0,1,depth,4,1.0000000000,4,0,2.2746813297,0.5012849376,0.5012849376,0.7069684356,,0,"[249518,7644,227951,6407]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,70,0,,aggregate,4,1.0000000000,4,0,3.6537649632,0.5267586209,0.5267586209,0.7069684356,0.0005851385,0,"[350865,108692,333222,190261]",7.2144117355,0,0.0000000000,4,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,70,1,0,depth,2,1.0000000000,2,0,1.7339495420,0.0117708076,0.0117708076,0.1084317122,,0,"[93461,29419]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,70,1,1,depth,2,1.0000000000,2,0,1.2886630297,0.0095120248,0.0095120249,0.0974926401,,0,"[114280,8600]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,70,1,,aggregate,2,1.0000000000,2,0,1.5384498835,0.0106414162,0.0106414163,0.0974926401,0.0001353079,0,"[207741,38019]",7.9721288681,0,0.0000000000,2,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,80,0,0,depth,4,1.0000000000,4,0,3.8422055244,0.4621815622,0.4621815622,0.6790954202,,0,"[99522,102657,103314,186027]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,80,0,1,depth,4,1.0000000000,4,0,2.2266235352,0.4147207275,0.4147207260,0.6432531267,,0,"[242800,6128,237672,4920]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,80,0,,aggregate,4,1.0000000000,4,0,3.6564922333,0.4384511448,0.4384511441,0.6432531267,0.0005192187,0,"[342322,108785,340986,190947]",7.0671782494,0,0.0000000000,4,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,80,1,0,depth,2,1.0000000000,2,0,1.5320816040,0.0075434569,0.0075434569,0.0867682561,,0,"[104169,18711]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,80,1,1,depth,2,1.0000000000,2,0,1.1951549053,0.0070469602,0.0070469602,0.0838874761,,0,"[117560,5320]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,80,1,,aggregate,2,1.0000000000,2,0,1.3773796558,0.0072952086,0.0072952086,0.0838874761,0.0001242066,0,"[221729,24031]",7.2561416626,0,0.0000000000,2,1
residual_simvq_k4-2_d2-2_rate047-20260723-121543,90,0,0,depth,4,1.0000000000,4,0,3.7923047543,0.3262034684,0.3262034684,0.5707501352,,0,"[91123,113369,93182,193846]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,90,0,1,depth,4,1.0000000000,4,0,2.2951240540,0.2616620831,0.2616620831,0.5111512706,,0,"[249568,8952,226573,6427]",,,,,
residual_simvq_k4-2_d2-2_rate047-20260723-121543,90,0,,aggregate,4,1.0000000000,4,0,3.7284810543,0.2939327758,0.2939327758,0.5111512706,0.0009173507,0,"[340691,122321,319755,200273]",7.2649383545,0,0.0000000000,4,1
