run_id,epoch,layer,depth,scope,codebook_size,active_ratio,active_count,dead_count,perplexity,codebook_loss,commitment,residual_norm,projection_grad_norm,restarted_codes,usage_counts,min_l2_dist,collapse_count,collapse_ratio,distance_reference_count,distance_stats_exact
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,10,0,0,depth,64,1.0000000000,64,0,53.0967140198,0.0464855818,0.0464855818,0.2154539399,,0,"[9253,2713,7798,3796,1481,13487,1890,3406,18998,6347,6716,2738,2738,11757,12756,11950,9822,9429,6957,7887,3707,9015,21288,7051,6499,5829,7290,13003,3189,12601,3108,1838,5910,5095,6734,6699,2696,12598,5478,7974,4689,4128,11135,9987,5877,5906,13772,4070,4817,25410,12323,5876,5734,6911,2337,14498,4483,7297,21450,4943,4320,4881,3947,3208]",1.8912305832,0,0.0000000000,64,1
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,10,0,1,depth,4,1.0000000000,4,0,3.9628283978,0.0321736622,0.0321736624,0.1792109102,,0,"[126121,147538,101012,116849]",2.9376220703,0,0.0000000000,4,1
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,10,0,,aggregate,68,1.0000000000,68,0,29.0112495422,0.0393296220,0.0393296221,0.1792109102,0.0001246996,0,"[9253,2713,7798,3796,1481,13487,1890,3406,18998,6347,6716,2738,2738,11757,12756,11950,9822,9429,6957,7887,3707,9015,21288,7051,6499,5829,7290,13003,3189,12601,3108,1838,5910,5095,6734,6699,2696,12598,5478,7974,4689,4128,11135,9987,5877,5906,13772,4070,4817,25410,12323,5876,5734,6911,2337,14498,4483,7297,21450,4943,4320,4881,3947,3208,126121,147538,101012,116849]",1.0669317245,0,0.0000000000,68,1
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,10,1,0,depth,4,1.0000000000,4,0,3.8268954754,0.0036647664,0.0036647664,0.0605191074,,0,"[18150,37160,40852,26718]",3.6801557541,0,0.0000000000,4,1
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,10,1,1,depth,4,1.0000000000,4,0,3.1259286404,0.0009626552,0.0009626552,0.0309724074,,0,"[36318,40541,1219,44802]",1.4043462276,0,0.0000000000,4,1
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,10,1,,aggregate,8,1.0000000000,8,0,6.9173979759,0.0023137108,0.0023137108,0.0309724074,0.0000861892,0,"[18150,37160,40852,26718,36318,40541,1219,44802]",0.5507479310,0,0.0000000000,8,1
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,20,0,0,depth,64,1.0000000000,64,0,51.0619277954,0.0644263048,0.0644263048,0.2536733605,,0,"[9009,2125,5281,4813,1180,6447,2542,3673,17626,2649,6045,2674,4030,11924,7951,15018,9913,28185,6690,5420,3498,14602,16220,9566,3078,5356,6804,13813,2191,15608,1960,2111,3971,3490,11667,10899,4405,19033,5960,8782,9055,16962,8444,12003,11297,5044,10295,3017,4544,4886,17871,5322,4148,6801,1507,12225,3789,6196,14472,2974,2874,6041,2889,2655]",3.4810500145,0,0.0000000000,64,1
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,20,0,1,depth,4,1.0000000000,4,0,3.9533119202,0.0474983893,0.0474983895,0.2177709855,,0,"[145169,134363,115788,96200]",2.9547255039,0,0.0000000000,4,1
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,20,0,,aggregate,68,1.0000000000,68,0,28.4157505035,0.0559623471,0.0559623471,0.2177709855,0.0001100490,0,"[9009,2125,5281,4813,1180,6447,2542,3673,17626,2649,6045,2674,4030,11924,7951,15018,9913,28185,6690,5420,3498,14602,16220,9566,3078,5356,6804,13813,2191,15608,1960,2111,3971,3490,11667,10899,4405,19033,5960,8782,9055,16962,8444,12003,11297,5044,10295,3017,4544,4886,17871,5322,4148,6801,1507,12225,3789,6196,14472,2974,2874,6041,2889,2655,145169,134363,115788,96200]",1.8441725969,0,0.0000000000,68,1
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,20,1,0,depth,4,1.0000000000,4,0,3.9348416328,0.0116369629,0.0116369629,0.1078231003,,0,"[24807,35372,37099,25602]",4.4642629623,0,0.0000000000,4,1
