run_id,epoch,train_recon,train_vq,train_total,val_recon,val_vq,val_psnr,val_ms_ssim,best_val_recon,is_best,phase,channel_prob,channel_usage_ratio,mean_channel_snr,source_bits_per_image,source_bpp,transmission_ratio,learning_rate
rq_ema_k4-2_d2-2_rate047-20260720-173341,105,0.02146108,0.01499483,0.03645591,0.02225072,0.01543330,22.57490624,0.89775792,0.02167045,0,Phase3-微调,0.600000,0.65740741,7.34898340,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,106,0.02129363,0.01486561,0.03615924,0.02190209,0.01433027,22.63760663,0.89807266,0.02167045,0,Phase3-微调,0.625000,0.59629630,7.22776325,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,107,0.02127597,0.01481004,0.03608601,0.02164978,0.01383174,22.68295858,0.89686327,0.02164978,1,Phase3-微调,0.650000,0.65555556,7.59086382,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,108,0.02129571,0.01468815,0.03598386,0.02179984,0.01515181,22.65596204,0.89594563,0.02164978,0,Phase3-微调,0.675000,0.73888889,7.50572193,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,109,0.02119095,0.01473056,0.03592150,0.02162526,0.01534453,22.69567923,0.89877922,0.02162526,1,Phase3-微调,0.700000,0.70370370,7.42903736,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,110,0.02119392,0.01472245,0.03591637,0.02144254,0.01499832,22.72926052,0.89850775,0.02144254,1,Phase3-微调,0.725000,0.75370370,7.75538588,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,111,0.02120721,0.01473997,0.03594719,0.02177764,0.01528330,22.66241792,0.89724501,0.02144254,0,Phase3-微调,0.750000,0.78333333,7.68975145,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,112,0.02113060,0.01473429,0.03586489,0.02208938,0.01444724,22.60338259,0.89958381,0.02144254,0,Phase3-微调,0.775000,0.79444444,7.83333541,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,113,0.02108447,0.01459210,0.03567657,0.02142104,0.01458607,22.73031622,0.89880899,0.02142104,1,Phase3-微调,0.800000,0.78888889,7.43767526,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,114,0.02102825,0.01449394,0.03552219,0.02145752,0.01458752,22.72490835,0.89859092,0.02142104,0,Phase3-微调,0.825000,0.85740741,7.51688428,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,115,0.02103697,0.01454000,0.03557697,0.02139991,0.01503836,22.73662405,0.89797830,0.02139991,1,Phase3-微调,0.850000,0.84074074,7.39632539,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,116,0.02097896,0.01450427,0.03548324,0.02140370,0.01434775,22.74466469,0.89981362,0.02139991,0,Phase3-微调,0.875000,0.86666667,7.58229847,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,117,0.02098248,0.01450147,0.03548395,0.02148692,0.01455407,22.72160826,0.89981720,0.02139991,0,Phase3-微调,0.900000,0.90370370,7.27490773,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,118,0.02095733,0.01456673,0.03552406,0.02129446,0.01491184,22.75931519,0.89866268,0.02129446,1,Phase3-微调,0.925000,0.91296296,7.63215655,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,119,0.02090454,0.01452655,0.03543109,0.02136941,0.01482474,22.74406964,0.89915696,0.02129446,0,Phase3-微调,0.950000,0.94814815,7.34035780,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,120,0.02086785,0.01441758,0.03528542,0.02121673,0.01387906,22.77402864,0.89894247,0.02121673,1,Phase3-微调,0.975000,0.96481481,7.71395102,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,121,0.02088495,0.01447703,0.03536199,0.02305492,0.01611315,22.41576136,0.89514179,0.02121673,0,Phase3-微调,1.000000,1.00000000,7.42540997,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,122,0.02087603,0.01443145,0.03530748,0.02155269,0.01365540,22.70192848,0.89837100,0.02121673,0,Phase3-微调,1.000000,1.00000000,7.58509470,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,123,0.02088292,0.01455880,0.03544172,0.02191007,0.01475520,22.63478016,0.89632937,0.02121673,0,Phase3-微调,1.000000,1.00000000,7.57335612,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,124,0.02081297,0.01446402,0.03527699,0.02120827,0.01474227,22.77653881,0.90072726,0.02120827,1,Phase3-微调,1.000000,1.00000000,7.75801223,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,125,0.02076110,0.01442961,0.03519071,0.02211000,0.01603148,22.59871281,0.89817856,0.02120827,0,Phase3-微调,1.000000,1.00000000,7.84609221,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,126,0.02077779,0.01439134,0.03516912,0.02118029,0.01497303,22.78288947,0.89896826,0.02118029,1,Phase3-微调,1.000000,1.00000000,7.60607885,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,127,0.02061502,0.01431521,0.03493023,0.02125515,0.01440604,22.76743238,0.89982073,0.02118029,0,Phase3-微调,1.000000,1.00000000,7.28960551,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,128,0.02058385,0.01432509,0.03490894,0.02172983,0.01487158,22.68306981,0.90075243,0.02118029,0,Phase3-微调,1.000000,1.00000000,7.94258791,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,129,0.02066697,0.01438650,0.03505348,0.02118864,0.01541709,22.78222776,0.90023713,0.02118029,0,Phase3-微调,1.000000,1.00000000,7.40869396,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,130,0.02055709,0.01433051,0.03488759,0.02115436,0.01429815,22.78533032,0.90031394,0.02115436,1,Phase3-微调,1.000000,1.00000000,7.54518830,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,131,0.02051136,0.01432103,0.03483239,0.02095336,0.01438939,22.82880446,0.90101822,0.02095336,1,Phase3-微调,1.000000,1.00000000,7.42523246,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,132,0.02052391,0.01434733,0.03487124,0.02110101,0.01409144,22.79592326,0.90033123,0.02095336,0,Phase3-微调,1.000000,1.00000000,7.61646393,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,133,0.02048356,0.01426500,0.03474856,0.02144857,0.01435459,22.72994830,0.90101765,0.02095336,0,Phase3-微调,1.000000,1.00000000,7.87066607,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,134,0.02041147,0.01428575,0.03469721,0.02102863,0.01501437,22.81815945,0.90160389,0.02095336,0,Phase3-微调,1.000000,1.00000000,7.53658667,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,135,0.02037704,0.01432154,0.03469859,0.02106766,0.01456382,22.80429019,0.89909836,0.02095336,0,Phase3-微调,1.000000,1.00000000,7.68541420,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,136,0.02037524,0.01430673,0.03468198,0.02103997,0.01487827,22.81365777,0.90165805,0.02095336,0,Phase3-微调,1.000000,1.00000000,7.48450443,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,137,0.02041802,0.01438505,0.03480307,0.02088399,0.01459351,22.84120481,0.90000364,0.02088399,1,Phase3-微调,1.000000,1.00000000,7.72601022,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,138,0.02032407,0.01433161,0.03465568,0.02128132,0.01477660,22.77004524,0.90176843,0.02088399,0,Phase3-微调,1.000000,1.00000000,7.64936412,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,139,0.02033257,0.01434571,0.03467828,0.02148523,0.01562885,22.71762542,0.89882969,0.02088399,0,Phase3-微调,1.000000,1.00000000,7.21503274,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,140,0.02030550,0.01439250,0.03469800,0.02105378,0.01436207,22.80516584,0.90048883,0.02088399,0,Phase3-微调,1.000000,1.00000000,7.46912456,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,141,0.02021953,0.01434500,0.03456453,0.02079796,0.01388440,22.85775229,0.90116455,0.02079796,1,Phase3-微调,1.000000,1.00000000,7.63490875,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,142,0.02023088,0.01440278,0.03463365,0.02078983,0.01472430,22.86303749,0.90133592,0.02078983,1,Phase3-微调,1.000000,1.00000000,7.65462462,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,143,0.02021565,0.01435883,0.03457448,0.02086062,0.01494329,22.85001651,0.90143842,0.02078983,0,Phase3-微调,1.000000,1.00000000,7.52996006,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,144,0.02013741,0.01440038,0.03453779,0.02106408,0.01487494,22.80293457,0.90072154,0.02078983,0,Phase3-微调,1.000000,1.00000000,7.39523454,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,145,0.02011590,0.01439991,0.03451581,0.02081223,0.01397648,22.85851958,0.90170474,0.02078983,0,Phase3-微调,1.000000,1.00000000,7.68207674,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,146,0.02011736,0.01440613,0.03452349,0.02101228,0.01530236,22.82394829,0.90338946,0.02078983,0,Phase3-微调,1.000000,1.00000000,7.27924462,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,147,0.02013137,0.01439954,0.03453091,0.02084083,0.01563296,22.86994799,0.90464570,0.02078983,0,Phase3-微调,1.000000,1.00000000,7.58175440,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,148,0.02011127,0.01447656,0.03458783,0.02045571,0.01461932,22.93382154,0.90358173,0.02045571,1,Phase3-微调,1.000000,1.00000000,7.67897016,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,149,0.02004156,0.01447364,0.03451520,0.02077283,0.01509727,22.86976316,0.90233107,0.02045571,0,Phase3-微调,1.000000,1.00000000,7.69065620,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,150,0.02007650,0.01454620,0.03462270,0.02118038,0.01423460,22.78092165,0.90095545,0.02045571,0,Phase3-微调,1.000000,1.00000000,7.32871693,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,151,0.02003042,0.01451761,0.03454804,0.02068011,0.01488496,22.88281595,0.90222306,0.02045571,0,Phase3-微调,1.000000,1.00000000,7.49599336,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,152,0.01991253,0.01447640,0.03438893,0.02055873,0.01513102,22.91046252,0.90297438,0.02045571,0,Phase3-微调,1.000000,1.00000000,7.39189683,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,153,0.01996098,0.01454300,0.03450398,0.02096253,0.01496438,22.83927189,0.90405029,0.02045571,0,Phase3-微调,1.000000,1.00000000,7.61212888,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,154,0.01995787,0.01458362,0.03454149,0.02068534,0.01541962,22.89046922,0.90415639,0.02045571,0,Phase3-微调,1.000000,1.00000000,7.28555573,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,155,0.01993335,0.01456873,0.03450208,0.02054397,0.01439857,22.91388135,0.90324676,0.02045571,0,Phase3-微调,1.000000,1.00000000,6.95042730,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,156,0.01995936,0.01471189,0.03467125,0.02051528,0.01405957,22.92120073,0.90366189,0.02045571,0,Phase3-微调,1.000000,1.00000000,7.15115223,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,157,0.01986151,0.01468112,0.03454263,0.02043485,0.01495708,22.93686976,0.90350105,0.02043485,1,Phase3-微调,1.000000,1.00000000,7.48015481,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,158,0.01984485,0.01464991,0.03449476,0.02088767,0.01530842,22.84431746,0.90250096,0.02043485,0,Phase3-微调,1.000000,1.00000000,7.30675165,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,159,0.01983543,0.01480550,0.03464093,0.02111084,0.01669056,22.79419368,0.90079166,0.02043485,0,Phase3-微调,1.000000,1.00000000,7.36439506,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,160,0.01979947,0.01473790,0.03453737,0.02048415,0.01510670,22.92875905,0.90339282,0.02043485,0,Phase3-微调,1.000000,1.00000000,7.46940142,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,161,0.01983957,0.01483677,0.03467635,0.02033863,0.01466775,22.96189372,0.90340860,0.02033863,1,Phase3-微调,1.000000,1.00000000,7.46462349,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,162,0.01978913,0.01478761,0.03457674,0.02205988,0.01499919,22.63202356,0.90284890,0.02033863,0,Phase3-微调,1.000000,1.00000000,7.63715931,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,163,0.01984913,0.01487857,0.03472769,0.02060298,0.01525080,22.90003896,0.90145042,0.02033863,0,Phase3-微调,1.000000,1.00000000,7.42449973,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,164,0.01970776,0.01490980,0.03461756,0.02055571,0.01463047,22.91223653,0.90267725,0.02033863,0,Phase3-微调,1.000000,1.00000000,7.88586711,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,165,0.01977258,0.01487376,0.03464634,0.02030900,0.01497507,22.96581259,0.90463134,0.02030900,1,Phase3-微调,1.000000,1.00000000,7.45832503,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,166,0.01975648,0.01493717,0.03469365,0.02063938,0.01457367,22.89144955,0.90213386,0.02030900,0,Phase3-微调,1.000000,1.00000000,7.41297114,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,167,0.01968107,0.01487098,0.03455205,0.02080066,0.01495647,22.86217323,0.90386425,0.02030900,0,Phase3-微调,1.000000,1.00000000,7.54958680,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,168,0.01964268,0.01490400,0.03454668,0.02085887,0.01558949,22.84481058,0.90094925,0.02030900,0,Phase3-微调,1.000000,1.00000000,7.57658814,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,169,0.01967901,0.01498215,0.03466116,0.02085656,0.01549600,22.84647549,0.90232470,0.02030900,0,Phase3-微调,1.000000,1.00000000,7.58730858,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,170,0.01961494,0.01499695,0.03461189,0.02040315,0.01478962,22.94242327,0.90375332,0.02030900,0,Phase3-微调,1.000000,1.00000000,7.72071307,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,171,0.01962343,0.01511064,0.03473408,0.02056995,0.01538963,22.90938985,0.90406868,0.02030900,0,Phase3-微调,1.000000,1.00000000,7.52247430,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,172,0.01961073,0.01516485,0.03477559,0.02017335,0.01533425,22.99065993,0.90419653,0.02017335,1,Phase3-微调,1.000000,1.00000000,7.19649755,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,173,0.01963527,0.01528286,0.03491813,0.02031456,0.01602804,22.96254894,0.90407953,0.02017335,0,Phase3-微调,1.000000,1.00000000,7.39524889,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,174,0.01962500,0.01529384,0.03491884,0.02054625,0.01554378,22.92096099,0.90440615,0.02017335,0,Phase3-微调,1.000000,1.00000000,7.54383956,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,175,0.01953266,0.01526285,0.03479551,0.02006028,0.01431878,23.01855338,0.90486324,0.02006028,1,Phase3-微调,1.000000,1.00000000,7.43909905,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,176,0.01964171,0.01531970,0.03496141,0.02020115,0.01477176,22.98751433,0.90460415,0.02006028,0,Phase3-微调,1.000000,1.00000000,7.39191604,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,177,0.01947314,0.01533667,0.03480981,0.02027669,0.01530451,22.97004107,0.90379906,0.02006028,0,Phase3-微调,1.000000,1.00000000,7.56087380,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,178,0.01945250,0.01539582,0.03484832,0.02008018,0.01581450,23.01585759,0.90599170,0.02006028,0,Phase3-微调,1.000000,1.00000000,7.50032362,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,179,0.01945020,0.01545115,0.03490135,0.01992665,0.01606686,23.04860773,0.90685977,0.01992665,1,Phase3-微调,1.000000,1.00000000,7.57486151,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,180,0.01955924,0.01565385,0.03521309,0.02031746,0.01609952,22.96660245,0.90357064,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.91366006,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,181,0.01950371,0.01568854,0.03519225,0.02028835,0.01652992,22.96826196,0.90511274,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.50969224,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,182,0.01951696,0.01569697,0.03521393,0.02012245,0.01635161,23.00702073,0.90597525,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.51949527,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,183,0.01946476,0.01570100,0.03516576,0.02024694,0.01521570,22.97656371,0.90321380,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.66518630,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,184,0.01942982,0.01569931,0.03512912,0.02030849,0.01607872,22.96565162,0.90480381,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.39271564,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,185,0.01941927,0.01578163,0.03520090,0.02025479,0.01539919,22.97433929,0.90339697,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.54735833,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,186,0.01940917,0.01582559,0.03523476,0.02077214,0.01755069,22.87507312,0.90424726,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.56457112,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,187,0.01940658,0.01590091,0.03530749,0.02015506,0.01657079,22.99668401,0.90497778,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.16610869,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,188,0.01939336,0.01593965,0.03533301,0.02039623,0.01632739,22.94578521,0.90384628,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.61770391,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,189,0.01933732,0.01590850,0.03524582,0.02056253,0.01652581,22.92067325,0.90349215,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.76893449,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,190,0.01943907,0.01612466,0.03556373,0.02073793,0.01629327,22.88305829,0.90377404,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.43564887,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,191,0.01930486,0.01599919,0.03530405,0.02010995,0.01626586,23.01004364,0.90545054,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.63643521,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,192,0.01938406,0.01610456,0.03548862,0.02010318,0.01595324,23.00873814,0.90470943,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.43077270,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,193,0.01935009,0.01614508,0.03549518,0.02015649,0.01575393,22.99790900,0.90315116,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.50554527,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,194,0.01927942,0.01613010,0.03540952,0.02011151,0.01680102,23.00676777,0.90445736,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.39903987,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,195,0.01932556,0.01616188,0.03548743,0.02017317,0.01702031,22.99768775,0.90444266,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.65249031,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,196,0.01927190,0.01633330,0.03560520,0.02015796,0.01748578,22.99671270,0.90334032,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.46333716,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,197,0.01923698,0.01622385,0.03546083,0.02012624,0.01597090,23.00144458,0.90449309,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.60771568,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,198,0.01929137,0.01634152,0.03563289,0.02028790,0.01640715,22.97040001,0.90571013,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.51953120,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,199,0.01923977,0.01638630,0.03562607,0.02016565,0.01558315,22.99624876,0.90481286,0.01992665,0,Phase3-微调,1.000000,1.00000000,8.00323667,4608,0.0703125000,0.0468750000,2.5e-05
rq_ema_k4-2_d2-2_rate047-20260720-173341,200,0.01925356,0.01648220,0.03573577,0.02018990,0.01819077,22.99663524,0.90592681,0.01992665,0,Phase3-微调,1.000000,1.00000000,7.45273452,4608,0.0703125000,0.0468750000,1.25e-05
