run_id,epoch,train_recon,train_vq,train_total,val_recon,val_vq,val_psnr,val_ms_ssim,best_val_recon,is_best,phase,channel_prob,channel_usage_ratio,mean_channel_snr,source_bits_per_image,source_bpp,transmission_ratio,learning_rate,train_rq_codebook_loss_per_scale,train_rq_commitment_loss_per_scale,train_rq_codebook_per_depth,train_rq_commitment_per_depth,train_rq_residual_norm_per_depth,train_rq_usage_per_depth,train_rq_perplexity_per_depth,train_rq_aggregate_usage_per_scale,train_rq_aggregate_perplexity_per_scale,train_rq_projection_grad_norm_per_scale,val_rq_codebook_loss_per_scale,val_rq_commitment_loss_per_scale,val_rq_codebook_per_depth,val_rq_commitment_per_depth,val_rq_residual_norm_per_depth,val_rq_usage_per_depth,val_rq_perplexity_per_depth,val_rq_aggregate_usage_per_scale,val_rq_aggregate_perplexity_per_scale,val_rq_projection_grad_norm_per_scale
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,1,0.60934685,0.10077326,0.71012011,0.05001354,0.04179588,19.37368696,0.81103416,0.05001354,1,Phase1-拓荒,0.000000,0.00000000,,9216,0.1406250000,0.0937500000,5e-05,"[0.2623717713687155,0.03005133049769534]","[0.26237177139631024,0.030051330513217383]","[[0.29049778751752997,0.23424575491635888],[0.032035001747620605,0.028067659268466136]]","[[0.29049778751752997,0.2342457550543326],[0.032035001747620605,0.028067659353406202]]","[[0.517187521579089,0.4593059607126095],[0.1408595586264575,0.1283200727223798]]","[[0.8692708333333333,1.0],[0.9986111111111111,0.9990740740740741]]","[[7.476762515527231,3.284638265768687],[3.708737627002928,3.2409661617543963]]","[0.8769607843137257,0.9988425925925926]","[9.770443356478657,6.916525781154633]","[0.0027013671356986312,0.0010286280061269214]","[0.12492014070351919,0.004413331679447933]","[0.12492014108984559,0.004413331672549248]","[[0.1445077548424403,0.10533252684054552],[0.005283274342892347,0.0035433889452919916]]","[[0.1445077548424403,0.1053325272820614],[0.005283274342892347,0.003543388950466006]]","[[0.37976890956913983,0.32407035474424006],[0.07263975982312802,0.05948090909255876]]","[[0.8568287037037037,1.0],[1.0,1.0]]","[[10.437501554135922,3.117918245880692],[3.85338211412783,3.208847400877211]]","[0.8652505446623098,1.0]","[11.400118206165455,7.032304650765878]","[null,null]"
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,2,0.06025367,0.03369008,0.09394375,0.05715374,0.02294725,18.46582973,0.80478730,0.05001354,0,Phase1-拓荒,0.000000,0.00000000,,9216,0.1406250000,0.0937500000,5e-05,"[0.09917146415898094,0.0043183948215166175]","[0.0991714642279678,0.004318394827552968]","[[0.11407406760586633,0.08426886041545206],[0.005671014143930128,0.0029657754721551166]]","[[0.11407406760586633,0.08426886051893234],[0.005671014143930128,0.0029657754797005544]]","[[0.3360656780225259,0.2886985454294417],[0.0721257083048975,0.05146370206580118]]","[[0.8355034722222222,1.0],[0.9939814814814815,0.9967592592592592]]","[[14.17174959006133,2.9398356168358415],[3.631980839040544,3.1408172572100606]]","[0.8451797385620902,0.9953703703703703]","[12.86154435299061,6.746957471635606]","[0.0007149199298173361,0.00019045611485058475]","[0.06687224592875551,0.0032794801035413036]","[0.06687224584597129,0.0032794801035413036]","[[0.07908921346620278,0.05465527797738711],[0.004714856265733639,0.0018441039025438605]]","[[0.07908921346620278,0.05465527806017134],[0.004714856265733639,0.001844103898232182]]","[[0.28105079487518025,0.23359260548044133],[0.06855474983652433,0.042838103020632706]]","[[0.871875,1.0],[1.0,1.0]]","[[16.72485836876763,3.068098481496175],[3.7466878166905158,3.124592387234723]]","[0.8794117647058817,1.0]","[14.316078518055104,6.842744096120199]","[null,null]"
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,3,0.04366979,0.02518611,0.06885590,0.03121450,0.02404989,21.11023363,0.86416736,0.03121450,1,Phase1-拓荒,0.000000,0.00000000,,9216,0.1406250000,0.0937500000,5e-05,"[0.07479290568994151,0.0029013190151157752]","[0.07479290562095466,0.00290131901425344]","[[0.08642301525644681,0.06316279533698603],[0.004283946959077622,0.0015186910442059377]]","[[0.08642301525644681,0.06316279533698603],[0.004283946959077622,0.0015186910426968501]]","[[0.2932865204910437,0.2507062874182507],[0.0651480467852067,0.038482511357438784]]","[[0.9068287037037037,1.0],[1.0,1.0]]","[[21.01137668998153,3.3623630060089957],[3.6579458876892375,3.0878879608931364]]","[0.9123093681917227,1.0]","[16.779375019779913,6.721086600974754]","[0.0003979063864486913,0.00013335221339932305]","[0.07235323461117568,0.0023032046630288715]","[0.07235323455598619,0.0023032046613042003]","[[0.08285536076183672,0.06185110788102503],[0.0035327132825774175,0.0010736960227842685]]","[[0.08285536076183672,0.06185110785343029],[0.0035327132825774175,0.0010736960197660933]]","[[0.2875096129046546,0.24835327598783705],[0.05934323478076193,0.03262443857060538]]","[[0.9393518518518519,1.0],[1.0,1.0]]","[[25.603708874737777,3.474823104010688],[3.702666923734877,3.0911459392971463]]","[0.9429193899782116,1.0]","[18.850652525160047,6.765901735093858]","[null,null]"
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,4,0.03914826,0.02214373,0.06129199,0.03160766,0.02429566,21.20228738,0.87579244,0.03121450,0,Phase1-拓荒,0.000000,0.00000000,,9216,0.1406250000,0.0937500000,5e-05,"[0.06570939563076805,0.002575276712930106]","[0.065709395610072,0.0025752767148703613]","[[0.07584907878190279,0.055569712334760914],[0.003999267728067935,0.0011512857037208354]]","[[0.07584907878190279,0.055569712245078],[0.003999267728067935,0.0011512857052299228]]","[[0.27444694872807573,0.2347638334940981],[0.0629999214231416,0.033544104918837546]]","[[0.9381944444444444,1.0],[1.0,1.0]]","[[27.892338155817104,3.576719855820691],[3.757015966044532,3.1296796485229774]]","[0.9418300653594796,1.0]","[19.946356752183704,6.8573978379920675]","[0.00030583585528937097,0.00011881660437346135]","[0.07241360492728374,0.0026662534223524507]","[0.072413604899689,0.0026662534240771223]","[[0.08402347299787734,0.06080373624960581],[0.0042136106122699045,0.0011188962363155076]]","[[0.08402347299787734,0.06080373638757953],[0.0042136106122699045,0.0011188962371778432]]","[[0.28956974855175727,0.24624776398694073],[0.06483924540656584,0.033327936049964695]]","[[0.962037037037037,1.0],[1.0,1.0]]","[[30.66339294998734,3.7343371903454816],[3.797879284399527,3.106216637293498]]","[0.9642701525054452,1.0]","[21.389157825046116,6.869042852189806]","[null,null]"
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,5,0.03591389,0.01870336,0.05461725,0.02798914,0.01702021,21.60974564,0.88139248,0.02798914,1,Phase1-拓荒,0.000000,0.00000000,,9216,0.1406250000,0.0937500000,5e-05,"[0.05470438740319676,0.0025731832668599154]","[0.05470438740319676,0.00257318326599758]","[[0.06382732113340386,0.045581453365998136],[0.004090320654385896,0.001056045877824848]]","[[0.06382732113340386,0.045581453400491564],[0.004090320654385896,0.0010560458758845925]]","[[0.2518772955018061,0.21273525583523292],[0.06375554769679352,0.03224591927395926]]","[[0.9666956018518519,1.0],[1.0,1.0]]","[[33.69476708306207,3.6595845889162133],[3.7709060668945313,3.1443286198156852]]","[0.9686546840958672,1.0]","[22.187734522642913,6.885864772620025]","[0.00023797532097281267,0.00012000953671910489]","[0.04989194009039137,0.0022863654117962276]","[0.04989194011798612,0.002286365410933892]","[[0.05819628804370209,0.041587591999106936],[0.003697372569392125,0.0008753582576496733]]","[[0.05819628804370209,0.0415875919715122],[0.003697372569392125,0.0008753582598055126]]","[[0.2409724560048845,0.20364932903537045],[0.06076901720629798,0.029529911459044173]]","[[0.981712962962963,1.0],[1.0,1.0]]","[[36.900405403419775,3.6850044391773364],[3.779390146114208,3.1232320697219285]]","[0.9827886710239644,1.0]","[23.31221344559281,6.870900839346427]","[null,null]"
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,6,0.03298097,0.01613634,0.04911731,0.02488462,0.01633439,22.22077952,0.89533362,0.02488462,1,Phase1-拓荒,0.000000,0.00000000,,9216,0.1406250000,0.0937500000,5e-05,"[0.04670269886652629,0.0024667924852110447]","[0.046702698845830226,0.002466792483917541]","[[0.054716332174009744,0.038689065434866485],[0.003948580708216738,0.0009850042775118102]]","[[0.054716332174009744,0.03868906543141714],[0.003948580708216738,0.000985004278374146]]","[[0.2333356732847514,0.1961062471071879],[0.06258882313828777,0.030950482079276333]]","[[0.9825520833333333,1.0],[1.0,1.0]]","[[39.45072810914781,3.7309303570676735],[3.7748387729680095,3.150929487193072]]","[0.9835784313725587,1.0]","[24.249428060319687,6.896777842662953]","[0.0002019238162136861,0.00011925325492888482]","[0.04805049043562677,0.0021097822011344964]","[0.04805049046322152,0.0021097822011344964]","[[0.05607323503052747,0.04002774586832082],[0.003427619783690682,0.000791944619871814]]","[[0.05607323503052747,0.040027745840726076],[0.003427619783690682,0.0007919446215964854]]","[[0.23650351928340063,0.1997503415301994],[0.058522226606254224,0.02809865598877271]]","[[0.9824074074074074,1.0],[1.0,1.0]]","[[42.48869253087927,3.7945334558133728],[3.758079950897782,3.101882579591539]]","[0.9834422657952064,1.0]","[25.38620260733145,6.828101419519495]","[null,null]"
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,7,0.03106543,0.01462278,0.04568822,0.02325770,0.01377658,22.40411673,0.89817556,0.02325770,1,Phase1-拓荒,0.000000,0.00000000,,9216,0.1406250000,0.0937500000,5e-05,"[0.04196871297985867,0.002412098586016024]","[0.04196871292121984,0.002412098586016024]","[[0.04923546999968864,0.03470195584620039],[0.0038785450294165423,0.0009456521502687354]]","[[0.04923546999968864,0.03470195572892273],[0.0038785450294165423,0.0009456521501609434]]","[[0.22145027418931326,0.18583163784609902],[0.06212349930709159,0.030496810673287623]]","[[0.9814525462962963,1.0],[1.0,1.0]]","[[43.67529191617613,3.8169657256868152],[3.7838695689483925,3.1588753806220162]]","[0.9825435729847581,1.0]","[25.813709492153592,6.91382745107015]","[0.00017118206691251275,0.00011845717379199212]","[0.039545187105735145,0.0022699304131997954]","[0.0395451870781404,0.0022699304131997954]","[[0.04647289796008004,0.0326174761272139],[0.0037698544561862945,0.0007700063883223468]]","[[0.04647289796008004,0.032617476003037556],[0.0037698544561862945,0.0007700063922028575]]","[[0.21534757823855788,0.18037257448390678],[0.06137794076844498,0.02770996561480893]]","[[0.9850694444444444,1.0],[1.0,1.0]]","[[44.62081216882776,3.8113117588890923],[3.7248618514449507,3.098965236875746]]","[0.9859477124183004,1.0]","[26.075248831289787,6.794589335830123]","[null,null]"
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,8,0.03004596,0.01421013,0.04425609,0.02229498,0.01397850,22.61393750,0.90280510,0.02229498,1,Phase1-拓荒,0.000000,0.00000000,,9216,0.1406250000,0.0937500000,5e-05,"[0.04023519904456205,0.0026186114226692116]","[0.040235199003169936,0.002618611415770526]","[[0.04709570807301336,0.03337468992297848],[0.004081559773638017,0.001155663069328983]]","[[0.04709570807301336,0.03337468987468768],[0.004081559773638017,0.001155663063292633]]","[[0.2166209404391271,0.182276718787573],[0.063363198246117,0.032812169397732724]]","[[0.9877025462962963,1.0],[1.0,1.0]]","[[47.07544604407416,3.8833120438787674],[3.765263949058674,3.1557151193971986]]","[0.9884259259259333,1.0]","[27.03306049770779,6.893271410906756]","[0.00015868665096705728,0.000130633239058187]","[0.03930435313118829,0.0027134164546926817]","[0.03930435313118829,0.002713416456417353]","[[0.04618743202752537,0.03242127405548537],[0.00426080702562575,0.0011660258509908561]]","[[0.04618743202752537,0.032421274138269604],[0.00426080702562575,0.0011660258565960382]]","[[0.21469589427665428,0.17984097644134803],[0.0652375839650631,0.03406443816644174]]","[[0.9903935185185185,1.0],[1.0,1.0]]","[[48.01298890290437,3.904244272797196],[3.7928712120762578,3.1412060967198125]]","[0.990958605664488,1.0]","[27.37763129340278,6.90292466128314]","[null,null]"
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,9,0.02797471,0.01439239,0.04236710,0.02318500,0.01279765,22.48319055,0.90884700,0.02229498,0,Phase1-拓荒,0.000000,0.00000000,,9216,0.1406250000,0.0937500000,5e-05,"[0.03916773433555607,0.0034439619837535753]","[0.039167734325208044,0.0034439619794418967]","[[0.04608433602584733,0.03225113247279768],[0.005102862022748148,0.0017850619178110113]]","[[0.04608433602584733,0.03225113247969636],[0.005102862022748148,0.0017850619119902452]]","[[0.21429488040782788,0.1792056685520543],[0.0700892143710344,0.03953567406645528]]","[[0.9993344907407408,1.0],[1.0,1.0]]","[[49.55749951821787,3.9263636792147603],[3.7646840497299476,3.048817634141004]]","[0.9993736383442265,1.0]","[27.89176621613679,6.771146047556842]","[0.0001354084759239211,0.00016322651936880665]","[0.03679138078457779,0.002080548834917998]","[0.03679138079837516,0.002080548831468655]","[[0.04355779993865225,0.030024961409745393],[0.0034704387515645334,0.0006906589243078122]]","[[0.04355779993865225,0.030024961506326994],[0.0034704387515645334,0.0006906589208584693]]","[[0.20853672104853171,0.17311894706001987],[0.058889608250723945,0.026240489093793763]]","[[1.0,1.0],[1.0,1.0]]","[[49.686881453902636,3.9496513719911928],[3.745983858461733,3.082491546207004]]","[1.0,1.0]","[28.01321723372848,6.795719051361084]","[null,null]"
stagewise_residual_simvq_k64x4-4x4_rate094-20260730-182026,10,0.02701274,0.01358565,0.04059839,0.02138153,0.01401858,22.82900075,0.91140507,0.02138153,1,Phase1-拓荒,0.000000,0.00000000,,9216,0.1406250000,0.0937500000,5e-05,"[0.03853434883058071,0.0024698610594323664]","[0.038534348837479394,0.002469861057060943]","[[0.04556595592725056,0.0315027415924878],[0.004012829308070381,0.0009268928021709952]]","[[0.04556595592725056,0.03150274160973452],[0.004012829308070381,0.0009268928006619077]]","[[0.2131629217002127,0.17718700093251688],[0.06320641978333394,0.030107822893532338]]","[[1.0,1.0],[1.0,1.0]]","[[51.2555534362793,3.9400042591271576],[3.781080495428156,3.1499886420038012]]","[1.0,1.0]","[28.41626880787037,6.901651521082278]","[0.00012469956348434572,8.618918923443912e-05]","[0.04006464942185967,0.0023973962688749587]","[0.04006464942185967,0.0023973962757736444]","[[0.047354437990321054,0.032774860660235085],[0.003758926806902444,0.0010358657610292235]]","[[0.047354437990321054,0.032774860660235085],[0.003758926806902444,0.00103586576577207]]","[[0.21743156402199357,0.18086294675314868],[0.06128828580732699,0.0321065804472676]]","[[1.0,1.0],[1.0,1.0]]","[[52.026806103741684,3.962958425945706],[3.7862380186716718,3.1239678647783067]]","[1.0,1.0]","[28.713708439579715,6.877948185249611]","[null,null]"
