run_id,epoch,train_recon,train_vq,train_total,val_recon,val_vq,val_psnr,val_ms_ssim,best_val_recon,is_best,phase,channel_prob,channel_usage_ratio,mean_channel_snr,source_bits_per_image,source_bpp,transmission_ratio,learning_rate,train_rq_codebook_loss_per_scale,train_rq_commitment_loss_per_scale,train_rq_codebook_per_depth,train_rq_commitment_per_depth,train_rq_residual_norm_per_depth,train_rq_usage_per_depth,train_rq_perplexity_per_depth,train_rq_aggregate_usage_per_scale,train_rq_aggregate_perplexity_per_scale,train_rq_projection_grad_norm_per_scale,val_rq_codebook_loss_per_scale,val_rq_commitment_loss_per_scale,val_rq_codebook_per_depth,val_rq_commitment_per_depth,val_rq_residual_norm_per_depth,val_rq_usage_per_depth,val_rq_perplexity_per_depth,val_rq_aggregate_usage_per_scale,val_rq_aggregate_perplexity_per_scale,val_rq_projection_grad_norm_per_scale
residual_simvq_k4-2_d2-2_rate047-20260723-121543,1,0.61622431,0.10819940,0.72442371,0.05882133,0.07381803,18.43198845,0.77746207,0.05882133,1,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.28339667107771943,0.031420709501469024]","[0.28339667116050365,0.03142070951009238]","[[0.32010195235963224,0.24669138787797204],[0.03348715730632345,0.029354261522422785]]","[[0.32010195235963224,0.24669138851265113],[0.03348715730632345,0.0293542615155241]]","[[0.5526234336473324,0.47956762451816487],[0.1635999519377947,0.14989271203952806]]","[[1.0,1.0],[1.0,1.0]]","[[3.4209688862164813,3.5139149718814426],[1.8873520692189534,1.699086285299725]]","[1.0,1.0]","[3.7067966642203154,1.9511245941674267]","[0.004000324384671532,0.0013635430017462501]","[0.19930354643751075,0.01845707415982529]","[0.19930354687902663,0.018457074173622662]","[[0.23580165682015597,0.16280543682751833],[0.022324904164782278,0.014589244099678817]]","[[0.23580165682015597,0.1628054373794132],[0.022324904164782278,0.01458924412727356]]","[[0.4852074587786639,0.40296467962088406],[0.14938083975403396,0.12076837574994123]]","[[1.0,1.0],[1.0,1.0]]","[[3.5651398287879097,3.3148137587088127],[1.9814103108865244,1.8569218547255903]]","[1.0,1.0]","[3.7988978845101817,1.9799038807551066]","[null,null]"
residual_simvq_k4-2_d2-2_rate047-20260723-121543,2,0.07185813,0.07790809,0.14976622,0.07960907,0.09236280,17.05320515,0.77913763,0.05882133,0,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.2084678502270469,0.020419021564777252]","[0.20846785019945216,0.020419021559603238]","[[0.2464947210141906,0.1704409780739634],[0.024952556605071383,0.01588548645377159]]","[[0.2464947210141906,0.17044097790839496],[0.024952556605071383,0.015885486421002834]]","[[0.4953966701472247,0.41183148881903403],[0.15721064169925672,0.12565151693092452]]","[[1.0,1.0],[1.0,1.0]]","[[3.722648854608889,3.1293890405584266],[1.9890249991858446,1.8628039682352984]]","[1.0,1.0]","[3.852213905475758,1.970852616098192]","[0.00117673236462805,0.0005069556250856732]","[0.2519727613087054,0.021794099747030823]","[0.25197276042567357,0.021794099705638708]","[[0.2976143151521683,0.20633120558879994],[0.027972540424929724,0.015615658786285807]]","[[0.2976143151521683,0.20633120404349434],[0.027972540424929724,0.015615658772488435]]","[[0.5449524113425502,0.4535023737836767],[0.16719637755994443,0.1249343377020624]]","[[1.0,1.0],[1.0,1.0]]","[[3.8169393292179814,3.0357182697013574],[1.9906301215842919,1.9211288699397335]]","[1.0,1.0]","[3.870577174645883,1.9868067785545631]","[null,null]"
residual_simvq_k4-2_d2-2_rate047-20260723-121543,3,0.06013292,0.08332874,0.14346166,0.04379660,0.08814843,19.64438270,0.81747052,0.04379660,1,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.2242286838039204,0.02121164644550946]","[0.2242286841350573,0.021211646450683474]","[[0.2606680705315537,0.187789296069079],[0.02631231876331623,0.016110973989728977]]","[[0.2606680705315537,0.18778929670375807],[0.02631231876331623,0.016110973972482262]]","[[0.5091550658698435,0.43203741521747024],[0.16115626299546826,0.12645777372850311]]","[[1.0,1.0],[1.0,1.0]]","[[3.8435721044187194,2.6142394714885286],[1.9917098489072589,1.8693196365126856]]","[1.0,1.0]","[3.7231242890711185,1.9694722016652426]","[0.0009957174046172036,0.0005308109014111795]","[0.22273666593763564,0.029669151620732415]","[0.22273666593763564,0.029669151731111384]","[[0.2598341272936927,0.18563920458157857],[0.03490688421384052,0.024431418848258477]]","[[0.2598341272936927,0.18563920458157857],[0.03490688421384052,0.024431419013826935]]","[[0.5093193727510946,0.4303826837627976],[0.186516637051547,0.15603323887895654]]","[[1.0,1.0],[1.0,1.0]]","[[3.8007451799180774,2.659762903496071],[1.9925319989522299,1.681804808863887]]","[1.0,1.0]","[3.750432664376718,1.9318344866787946]","[null,null]"
residual_simvq_k4-2_d2-2_rate047-20260723-121543,4,0.05574352,0.08810540,0.14384892,0.04089334,0.09087964,19.95511920,0.82980522,0.04089334,1,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.2383715830191418,0.02178284541738254]","[0.23837158293635757,0.021782845398411153]","[[0.27414709608312005,0.2025960685202369],[0.027046368108993326,0.016519322560203296]]","[[0.27414709608312005,0.20259606838226318],[0.027046368108993326,0.016519322542956582]]","[[0.5221148723253497,0.44867441554864246],[0.1631452370159052,0.12789752723442183]]","[[1.0,1.0],[1.0,1.0]]","[[3.873871432851862,2.4714899129337735],[1.9919267243809171,1.8819046764462082]]","[1.0,1.0]","[3.680651069570471,1.9717125292177553]","[0.0009668763693534183,0.0005339410623155009]","[0.24894987598613458,0.02093248008577912]","[0.24894987697954532,0.020932480058184377]","[[0.28483642096872686,0.21306332901672081],[0.023995164423077194,0.017869795693291557]]","[[0.28483642096872686,0.21306332978937362],[0.023995164423077194,0.017869795651899445]]","[[0.5328950221891756,0.46069102221065095],[0.15479733612802293,0.13365235439053288]]","[[1.0,1.0],[1.0,1.0]]","[[3.868533076180352,2.441257040588944],[1.9908423300142641,1.8518402806034795]]","[1.0,1.0]","[3.66537375803347,1.9732520518479524]","[null,null]"
residual_simvq_k4-2_d2-2_rate047-20260723-121543,5,0.05057766,0.08837612,0.13895378,0.04316441,0.08805570,19.76905726,0.83454366,0.04089334,0,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.23875109420882332,0.02202623850941934]","[0.23875109429160754,0.022026238540463424]","[[0.27279165033940916,0.204710535981037],[0.027302955660141178,0.016749521279362616]]","[[0.27279165033940916,0.20471053614660545],[0.027302955660141178,0.016749521286261303]]","[[0.5206620828972922,0.4507820643208645],[0.16450229629322335,0.1291632936094646]]","[[1.0,1.0],[1.0,1.0]]","[[3.8981087150397125,2.4395603559635304],[1.9927915387683444,1.8919010784890917]]","[1.0,1.0]","[3.6703316653216325,1.9728909143695126]","[0.0009053656991993732,0.0004931461500813451]","[0.2398406152372007,0.020968809848030408]","[0.23984061534757967,0.020968809806638292]","[[0.27582898824303237,0.20385223969265268],[0.02416481412947178,0.017772805538994296]]","[[0.27582898824303237,0.20385223991341062],[0.02416481412947178,0.017772805483804808]]","[[0.5244797574149238,0.4506790613686597],[0.15533847047222984,0.1332773463593589]]","[[1.0,1.0],[1.0,1.0]]","[[3.9057696554395887,2.4840108783156785],[1.995461654663086,1.8035214821497598]]","[1.0,1.0]","[3.704957847242002,1.951469682764124]","[null,null]"
residual_simvq_k4-2_d2-2_rate047-20260723-121543,6,0.04929976,0.08874393,0.13804369,0.03853425,0.08167289,20.23114460,0.84219149,0.03853425,1,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.24069935938826315,0.021640602435433753]","[0.24069935925028943,0.021640602426810398]","[[0.27506283502335904,0.20633588270456701],[0.026667934973482733,0.01661326978183179]]","[[0.27506283502335904,0.20633588240102485],[0.026667934973482733,0.016613269736990333]]","[[0.522823544288123,0.45254035255423297],[0.1622250667738694,0.12840981242005473]]","[[1.0,1.0],[1.0,1.0]]","[[3.9031682151335256,2.4512838262098806],[1.9928860951353002,1.8914454020835736]]","[1.0,1.0]","[3.672083299248307,1.967362716683635]","[0.0008932502435830733,0.0005478630392274311]","[0.2256400716525537,0.017856583344163717]","[0.22564007176293266,0.017856583344163717]","[[0.25677453621670054,0.19450560609499615],[0.021747845190542715,0.013965321339114949]]","[[0.25677453621670054,0.1945056062053751],[0.021747845190542715,0.013965321332216262]]","[[0.5062045918570625,0.44047938850190904],[0.14742017244851147,0.11814792592216421]]","[[1.0,1.0],[1.0,1.0]]","[[3.9207404013033265,2.4217951156474924],[1.9953793817096286,1.920688881697478]]","[1.0,1.0]","[3.662841482515688,1.9778782023323906]","[null,null]"
residual_simvq_k4-2_d2-2_rate047-20260723-121543,7,0.04609288,0.08892156,0.13501444,0.03622846,0.10006253,20.50799402,0.84652826,0.03622846,1,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.24097217740835966,0.02178840788288249]","[0.24097217721519648,0.021788407886331834]","[[0.27457415243541755,0.20737020105675416],[0.026568905731525132,0.017007909984224374]]","[[0.27457415243541755,0.20737020053245403],[0.026568905731525132,0.01700791001699313]]","[[0.5224689206039465,0.4538610436850124],[0.16181280607426607,0.12989808941880862]]","[[1.0,1.0],[1.0,1.0]]","[[3.9059749881426495,2.4563427130381266],[1.991570512674473,1.8690231433621158]]","[1.0,1.0]","[3.673600837919447,1.9564016944832272]","[0.0008588109170280708,0.0005444850533590566]","[0.283426402343644,0.018386853306933685]","[0.28342640190212814,0.018386853320731058]","[[0.32114942184200995,0.24570337997542488],[0.020852378728213133,0.015921327720085778]]","[[0.32114942184200995,0.24570338019618282],[0.020852378728213133,0.015921327754579207]]","[[0.5658793303701612,0.49478664530648125],[0.14430654954027247,0.1261538185455181]]","[[1.0,1.0],[1.0,1.0]]","[[3.8882005514921967,2.459749663317645],[1.9947203618508798,1.8035027671743322]]","[1.0,1.0]","[3.678076230155097,1.943470229042901]","[null,null]"
residual_simvq_k4-2_d2-2_rate047-20260723-121543,8,0.04303411,0.09050531,0.13353942,0.03309977,0.09454593,20.85490576,0.85253091,0.03309977,1,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.24609647155911835,0.021760255496741997]","[0.2460964717246868,0.021760255496741997]","[[0.2786911415833014,0.21350180073468775],[0.026053840918811383,0.017466669997062395]]","[[0.2786911415833014,0.21350180120379836],[0.026053840918811383,0.017466669993613054]]","[[0.5267047770045422,0.46081816062883096],[0.1607424519404217,0.13176126587722037]]","[[1.0,1.0],[1.0,1.0]]","[[3.913238082991706,2.4471720240734243],[1.9920961117302929,1.8559542916439198]]","[1.0,1.0]","[3.672036400547734,1.9511197381549412]","[0.0007710918226857083,0.0004614826053579303]","[0.245656970805592,0.02844500367840131]","[0.245656970805592,0.02844500365080657]","[[0.2758905277208046,0.21542341355924252],[0.034847143402806036,0.022042863719441273]]","[[0.2758905277208046,0.21542341311772664],[0.034847143402806036,0.022042863678049158]]","[[0.5242937929100461,0.46307233505778844],[0.18652308539107995,0.14832188266294974]]","[[1.0,1.0],[1.0,1.0]]","[[3.929704964602435,2.441887304517958],[1.9950592323585792,1.8961521166342277]]","[1.0,1.0]","[3.675582546657986,1.9668675555123223]","[null,null]"
residual_simvq_k4-2_d2-2_rate047-20260723-121543,9,0.04300539,0.09204646,0.13505186,0.03458034,0.08985673,20.64850068,0.84947955,0.03309977,0,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.2507979422255799,0.021875367022153955]","[0.2507979419220377,0.021875366998008555]","[[0.28251191231387635,0.21908397106108843],[0.02576363068246455,0.01798710326698643]]","[[0.28251191231387635,0.2190839708403305],[0.02576363068246455,0.017987103244565702]]","[[0.5298934324472039,0.46642368971197695],[0.15961061894065803,0.1335226006805897]]","[[1.0,1.0],[1.0,1.0]]","[[3.918206275392462,2.451227623886532],[1.9903989719019997,1.828566078124223]]","[1.0,1.0]","[3.672156952487098,1.939955339387611]","[0.000827570767217333,0.0004783812837019839]","[0.25211031127859046,0.01771561499271128]","[0.2521103119408643,0.01771561492372442]","[[0.2855617176603388,0.21865890500722107],[0.01958244569875576,0.015848784100402285]]","[[0.2855617176603388,0.21865890489684212],[0.01958244569875576,0.015848784017618054]]","[[0.5334373602160701,0.46655569849190887],[0.13983119085982995,0.1258569144540363]]","[[1.0,1.0],[1.0,1.0]]","[[3.9245176085719358,2.415067794587877],[1.9890494108200074,1.7658152650903773]]","[1.0,1.0]","[3.64314576431557,1.916889444986979]","[null,null]"
residual_simvq_k4-2_d2-2_rate047-20260723-121543,10,0.04146944,0.09335876,0.13482820,0.03645551,0.11002415,20.50192637,0.85727566,0.03309977,0,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.2548199722888293,0.0219640271289757]","[0.2548199728131294,0.02196402711862767]","[[0.286053026439967,0.22358691744782305],[0.02552640873386904,0.01840164551200966]]","[[0.286053026439967,0.2235869178617442],[0.02552640873386904,0.018401645505110975]]","[[0.5334627614529045,0.47144386950466366],[0.15907061472535133,0.13519741874878052]]","[[1.0,1.0],[1.0,1.0]]","[[3.922309335955867,2.443302180148937],[1.9889397468831804,1.8022276258027112]]","[1.0,1.0]","[3.667481365910283,1.9291391273339589]","[0.0007572765126328536,0.0004144784782342699]","[0.30615113432760593,0.022963077133452452]","[0.30615113410684797,0.022963077036870852]","[[0.3383977249816612,0.2739045448877193],[0.02689968250967838,0.019026471702037036]]","[[0.3383977249816612,0.27390454367355066],[0.02689968250967838,0.01902647166064492]]","[[0.5808160614084314,0.5223802559905582],[0.16391982480331704,0.13786375047983945]]","[[1.0,1.0],[1.0,1.0]]","[[3.925055244233873,2.478633885913425],[1.985825902444345,1.7704490590978552]]","[1.0,1.0]","[3.6970655299999096,1.9131681044896445]","[null,null]"
residual_simvq_k4-2_d2-2_rate047-20260723-121543,11,0.03983557,0.09705116,0.13688673,0.03639073,0.08887905,20.48188457,0.85959402,0.03309977,0,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.26606984497220426,0.02224693409236217]","[0.2660698448066358,0.022246934095811514]","[[0.2966571513977316,0.23548253647707126],[0.025529494821266444,0.018964373239281553]]","[[0.2966571513977316,0.23548253639428704],[0.025529494821266444,0.018964373275499654]]","[[0.5432747428615888,0.4838193652254564],[0.15886748673187362,0.1370856097450963]]","[[1.0,1.0],[1.0,1.0]]","[[3.9256771092061644,2.4371024286305465],[1.9883225478507853,1.7718295629377718]]","[1.0,1.0]","[3.6670603849269727,1.918638625409868]","[0.0007482897775911692,0.0004669390649387087]","[0.24040733101191344,0.022002810391562957]","[0.2404073311222924,0.02200281044675244]","[[0.2670243785337166,0.21379028426276314],[0.02608705749390302,0.017918563323716323]]","[[0.2670243785337166,0.21379028448352108],[0.02608705749390302,0.01791856339270318]]","[[0.5161198638103627,0.46171570596871553],[0.16140855131325899,0.13376578649988882]]","[[1.0,1.0],[1.0,1.0]]","[[3.934192823480677,2.443120719768383],[1.9685963339275785,1.6829193344822637]]","[1.0,1.0]","[3.6780545623214156,1.8639314068688286]","[null,null]"
residual_simvq_k4-2_d2-2_rate047-20260723-121543,12,0.03929413,0.09834310,0.13763722,0.03154801,0.10220194,21.05818133,0.86429093,0.03154801,1,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.271021161697529,0.02183837201791229]","[0.27102116164233947,0.02183837199031755]","[[0.3007558329237832,0.24128649002975888],[0.02482631128039901,0.018850432789919002]]","[[0.3007558329237832,0.24128649033330105],[0.02482631128039901,0.0188504327778463]]","[[0.5469653258721033,0.48970483166200146],[0.15673458897681147,0.1366986470227992]]","[[1.0,1.0],[1.0,1.0]]","[[3.931529160340627,2.4281175401475696],[1.9855139761059373,1.739934327867296]]","[1.0,1.0]","[3.6588577495680914,1.9046168548089486]","[0.0007439149678921913,0.00042177166354425327]","[0.2847886673830174,0.0211287637827573]","[0.2847886672726384,0.0211287637827573]","[[0.3167287744857647,0.25284856105292286],[0.023155303147655945,0.01910222447304814]]","[[0.3167287744857647,0.2528485617151967],[0.023155303147655945,0.019102224445453397]]","[[0.5620152692000071,0.5020252391144081],[0.15200894563286393,0.13810764639465897]]","[[1.0,1.0],[1.0,1.0]]","[[3.9381651560465496,2.4544574313693577],[1.980367245497527,1.6710475577248467]]","[1.0,1.0]","[3.670451702894988,1.8746812166991058]","[null,null]"
