run_id,epoch,train_recon,train_vq,train_total,val_recon,val_vq,val_psnr,val_ms_ssim,best_val_recon,is_best,phase,channel_prob,channel_usage_ratio,mean_channel_snr,source_bits_per_image,source_bpp,transmission_ratio,learning_rate,train_rq_codebook_loss_per_scale,train_rq_commitment_loss_per_scale,train_rq_codebook_per_depth,train_rq_commitment_per_depth,train_rq_residual_norm_per_depth,train_rq_usage_per_depth,train_rq_perplexity_per_depth,train_rq_aggregate_usage_per_scale,train_rq_aggregate_perplexity_per_scale,train_rq_projection_grad_norm_per_scale,val_rq_codebook_loss_per_scale,val_rq_commitment_loss_per_scale,val_rq_codebook_per_depth,val_rq_commitment_per_depth,val_rq_residual_norm_per_depth,val_rq_usage_per_depth,val_rq_perplexity_per_depth,val_rq_aggregate_usage_per_scale,val_rq_aggregate_perplexity_per_scale,val_rq_projection_grad_norm_per_scale
stagewise_residual_simvq_k8x2-2x2_rate047-20260729-233115,1,0.70782247,0.14995696,0.85777942,0.11311324,0.08102454,16.42319550,0.74046016,0.11311324,1,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.39918848289935677,0.04033688974256317]","[0.3991884823474619,0.04033688981499937]","[[0.42712238426837656,0.37125457888124164],[0.045278439312069506,0.035395340134251725]]","[[0.42712238426837656,0.37125457863288897],[0.045278439312069506,0.035395340185991865]]","[[0.6308749144827878,0.5874292617594754],[0.19191806928979027,0.16181065470532136]]","[[0.9939814814814815,1.0],[0.9981481481481481,1.0]]","[[5.157788813997198,1.9783334169122908],[1.9499714524657639,1.9509569580908175]]","[0.9951851851851852,0.9990740740740741]","[6.330233645880663,3.8996425641907586]","[0.003343602859725555,0.0011955008675242965]","[0.22946352373670648,0.014907504542282334]","[0.22946352373670648,0.01490750458367445]","[[0.2458329568306605,0.21309408821441508],[0.01972955267324492,0.010085456187112464]]","[[0.2458329568306605,0.21309408810403613],[0.01972955267324492,0.010085456207808522]]","[[0.49542830718888176,0.4611640859533239],[0.1402321680828377,0.10019700665164877]]","[[1.0,1.0],[1.0,1.0]]","[[6.3920448974326805,1.9679240023648297],[1.9754175230308815,1.9957343490035446]]","[1.0,1.0]","[7.091813532511393,3.9710586724457917]","[null,null]"
stagewise_residual_simvq_k8x2-2x2_rate047-20260729-233115,2,0.06534646,0.05908541,0.12443187,0.04928039,0.05329475,19.10928890,0.81187392,0.04928039,1,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.1620724720535455,0.01350041822426849]","[0.16207247201215338,0.013500418231167176]","[[0.17373113077547814,0.15041381301427328],[0.018412528359503657,0.008588308029532157]]","[[0.17373113077547814,0.15041381298667855],[0.018412528359503657,0.008588308011423107]]","[[0.4157071217894554,0.3866587745370688],[0.1351789796931876,0.09214041313087498]]","[[1.0,1.0],[1.0,1.0]]","[[7.037472546542133,1.98857993417316],[1.9853949010372163,1.9913857457814392]]","[1.0,1.0]","[7.479496841077451,3.9766805507518628]","[0.0008882509551498245,0.00032514928372822597]","[0.14357419361670812,0.013484509730780567]","[0.1435741933407607,0.013484509737679251]","[[0.15529111093944972,0.13185727623877702],[0.01875134209791819,0.008217677208422512]]","[[0.15529111093944972,0.13185727574207165],[0.01875134209791819,0.008217677194625139]]","[[0.3938542028268178,0.3628852528554422],[0.13683011206211868,0.090539016381458]]","[[1.0,1.0],[1.0,1.0]]","[[7.323698785569933,1.9861693558869538],[1.9933026287290785,1.9946840665958545]]","[1.0,1.0]","[7.627465262236418,3.987975085223163]","[null,null]"
stagewise_residual_simvq_k8x2-2x2_rate047-20260729-233115,3,0.05271126,0.05301745,0.10572871,0.03926297,0.04919203,20.10016639,0.83345132,0.03926297,1,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.14427536982629036,0.012690231824914614]","[0.14427536975730348,0.012690231823189943]","[[0.15783479565547573,0.13071594414887605],[0.017972125451046008,0.007408338098752278]]","[[0.15783479565547573,0.13071594405229445],[0.017972125451046008,0.007408338092715928]]","[[0.3966800837053193,0.3608920270094165],[0.13355211190603397,0.0856279809165884]]","[[1.0,1.0],[1.0,1.0]]","[[7.244111216509784,1.9943014966117012],[1.9913860881770098,1.993638046141024]]","[1.0,1.0]","[7.601191943663138,3.9849905844087954]","[0.0006140280803837985,0.00028364115868397574]","[0.13269868680724392,0.012357900153707574]","[0.13269868675205443,0.012357900153707574]","[[0.14581814606984456,0.11957922737907481],[0.017711016294304972,0.007004783826845664]]","[[0.14581814606984456,0.11957922743426429],[0.017711016294304972,0.00700478382339632]]","[[0.38161394044204994,0.34554595307067587],[0.13300429577076878,0.08361542539464104]]","[[1.0,1.0],[1.0,1.0]]","[[7.209795075875742,1.9919445232108788],[1.9922439416249593,1.997963100892526]]","[1.0,1.0]","[7.578883238191958,3.990192989066795]","[null,null]"
stagewise_residual_simvq_k8x2-2x2_rate047-20260729-233115,4,0.04921715,0.05024338,0.09946053,0.05167753,0.05442120,18.95413107,0.80388900,0.03926297,0,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.13292021247799748,0.013929305311844305]","[0.13292021229863166,0.013929305317018319]","[[0.1462004406998555,0.11963998356627094],[0.02013470248008768,0.007723908013388238]]","[[0.1462004406998555,0.11963998349728408],[0.02013470248008768,0.007723908018562253]]","[[0.38176526289295265,0.34528716250702185],[0.14145776343842348,0.08744240764666486]]","[[1.0,1.0],[1.0,1.0]]","[[7.181975414134838,1.983126371436649],[1.9939063955236365,1.9950605531533558]]","[1.0,1.0]","[7.547263951654787,3.9889444126023186]","[0.0005089012102635698,0.0002660790411364697]","[0.1440039427192123,0.015071952743110833]","[0.1440039427192123,0.015071952743110833]","[[0.158628382175057,0.1293795038152624],[0.022397544786885933,0.007746360630348876]]","[[0.158628382175057,0.12937950364969394],[0.022397544786885933,0.007746360637247563]]","[[0.39801785371921683,0.3594510427227727],[0.14961652435638287,0.08798057536284129]]","[[1.0,1.0],[1.0,1.0]]","[[7.279280754371926,1.976232992278205],[1.9740609689995094,1.9788302147829975]]","[1.0,1.0]","[7.585161632961697,3.9528419936144794]","[null,null]"
stagewise_residual_simvq_k8x2-2x2_rate047-20260729-233115,5,0.04468035,0.05097684,0.09565718,0.03816741,0.04857138,20.30233704,0.84840718,0.03816741,1,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.13370448461285345,0.014710694272071122]","[0.13370448484740877,0.014710694287593166]","[[0.14846578153471152,0.11894318715289787],[0.021506191371008752,0.00791519708086357]]","[[0.14846578153471152,0.11894318745644004],[0.021506191371008752,0.007915197073964885]]","[[0.3847918971821114,0.3444003305501408],[0.1463479427965703,0.08869461944257771]]","[[1.0,1.0],[1.0,1.0]]","[[7.266527336615103,1.9746565569330146],[1.9931776000393762,1.9948832540600387]]","[1.0,1.0]","[7.5753517080236366,3.988044707421903]","[0.00047012611582801956,0.0002899163937130382]","[0.13138590300524677,0.012021263026528888]","[0.13138590295005728,0.012021263019630203]","[[0.1464703307107643,0.11630147369923415],[0.017817821519242393,0.006224704326854812]]","[[0.1464703307107643,0.11630147364404467],[0.017817821519242393,0.006224704309608097]]","[[0.38248812291357254,0.34083287053638034],[0.1334130029435511,0.07885138469713705]]","[[1.0,1.0],[1.0,1.0]]","[[7.277196258968777,1.970853473522045],[1.9938266551053083,1.9964968884432757]]","[1.0,1.0]","[7.573803537863272,3.990314167517203]","[null,null]"
stagewise_residual_simvq_k8x2-2x2_rate047-20260729-233115,6,0.04070985,0.05013424,0.09084409,0.03229477,0.04890248,21.02938255,0.86440595,0.03229477,1,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.13253586857959077,0.013946851868941276]","[0.13253586877275397,0.013946851884463318]","[[0.14838056150409912,0.11669117540672973],[0.020482821070968552,0.0074108825686077275]]","[[0.14838056150409912,0.11669117546191922],[0.020482821070968552,0.007410882593615464]]","[[0.3847937611518083,0.3412202089473053],[0.14273292622356504,0.0857120500670539]]","[[1.0,1.0],[1.0,1.0]]","[[7.273044584415577,1.9909008767869738],[1.9926505892365067,1.9957542988989088]]","[1.0,1.0]","[7.609976361416004,3.9883855828532466]","[0.00039889994597480704,0.0002724434859744549]","[0.13202380863604724,0.012232069277928935]","[0.13202380841528927,0.012232069284827621]","[[0.14829073068168427,0.11575688548662044],[0.018101719076986666,0.0063624192512145746]]","[[0.14829073068168427,0.11575688532105198],[0.018101719076986666,0.006362419258113261]]","[[0.3848809681556843,0.34004113696239613],[0.13449381711306396,0.07972878449492984]]","[[1.0,1.0],[1.0,1.0]]","[[7.283259847429064,1.99825896775281],[1.9942458788553874,1.9928722637671012]]","[1.0,1.0]","[7.629505023249873,3.9871092319488524]","[null,null]"
stagewise_residual_simvq_k8x2-2x2_rate047-20260729-233115,7,0.03850553,0.05043207,0.08893759,0.03246309,0.05003966,21.04537971,0.86668124,0.03229477,0,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.1341976934009128,0.013592457883404912]","[0.1341976934561023,0.013592457890303599]","[[0.15055389229070257,0.11784149391783608],[0.019919306246770754,0.0072656093467095935]]","[[0.15055389229070257,0.11784149398682293],[0.019919306246770754,0.007265609351021272]]","[[0.38760219740646856,0.3429012808534834],[0.14071756219146428,0.08481005610967124]]","[[1.0,1.0],[1.0,1.0]]","[[7.285562986797757,1.996093079999641],[1.9930271276721248,1.995244719364025]]","[1.0,1.0]","[7.626513858194705,3.9882575423629194]","[0.00038673021217282104,0.0002632820615501798]","[0.13747888621356752,0.01132400986497049]","[0.1374788863239465,0.011324009899463918]","[[0.15478164045899004,0.12017613169219758],[0.016919702250096532,0.005728317348769417]]","[[0.15478164045899004,0.12017613196814501],[0.016919702250096532,0.005728317372914817]]","[[0.39320026018001414,0.34646474321683246],[0.13003158111263205,0.07565577273015622]]","[[1.0,1.0],[1.0,1.0]]","[[7.2993917959707755,1.9942420597429629],[1.9888137296394066,1.9960431257883708]]","[1.0,1.0]","[7.630305329075566,3.984832821951972]","[null,null]"
stagewise_residual_simvq_k8x2-2x2_rate047-20260729-233115,8,0.03640442,0.05137433,0.08777874,0.02815210,0.05882723,21.57517398,0.87755263,0.02815210,1,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.13788735565763932,0.013255247268480834]","[0.13788735580941042,0.01325524727365485]","[[0.15414122955666648,0.12163348120671731],[0.019400026450899464,0.007110467944639149]]","[[0.15414122955666648,0.12163348133089366],[0.019400026450899464,0.007110467954124841]]","[[0.39224616934855777,0.34842973047936404],[0.13895952122079003,0.08401106329703772]]","[[1.0,1.0],[1.0,1.0]]","[[7.275156534159625,1.9957551340262094],[1.9932198546550892,1.9959329885465127]]","[1.0,1.0]","[7.6204552800567065,3.9891392213326915]","[0.0003596519307056614,0.00023785213233403973]","[0.14590115778976018,0.021172993740549793]","[0.14590115790013913,0.021172993685360308]","[[0.16253717089140857,0.1292651433635641],[0.029889434313884487,0.012456552898166356]]","[[0.16253717089140857,0.12926514352913257],[0.029889434313884487,0.012456552849875556]]","[[0.40290839385103294,0.3592974731215724],[0.172805764608913,0.1115046246736138]]","[[1.0,1.0],[1.0,1.0]]","[[7.313491044221101,1.9983162615034316],[1.9921017505504466,1.997640077273051]]","[1.0,1.0]","[7.645498996310764,3.9897282618063468]","[null,null]"
stagewise_residual_simvq_k8x2-2x2_rate047-20260729-233115,9,0.03553924,0.05387530,0.08941453,0.03498054,0.06179139,20.76041991,0.86628170,0.02815210,0,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.14505359486297326,0.013673674920573831]","[0.14505359480778376,0.013673674929197188]","[[0.16109167690630313,0.12901551186762475],[0.019900461579500525,0.0074468881253980925]]","[[0.16109167690630313,0.12901551181243526],[0.019900461579500525,0.007446888118499407]]","[[0.40092678014878874,0.3587824913638609],[0.14073859333164163,0.08596484255459573]]","[[1.0,1.0],[1.0,1.0]]","[[7.275469399381567,1.9964593450228374],[1.9933696534898546,1.9955650685010133]]","[1.0,1.0]","[7.6219225936465795,3.988920791502352]","[0.00035993821304011227,0.000257432781250423]","[0.1744348875902317,0.011648784253608298]","[0.17443488781098967,0.011648784274304354]","[[0.1916451268725925,0.15722464957722912],[0.01707124418268601,0.006226324165860812]]","[[0.1916451268725925,0.15722464957722912],[0.01707124418268601,0.00622632417620884]]","[[0.4374673993499191,0.3961959253858637],[0.13059907875679158,0.0788713585999277]]","[[1.0,1.0],[1.0,1.0]]","[[7.362044302622477,1.9951199778804072],[1.9821201147856535,1.994134893240752]]","[1.0,1.0]","[7.664742653458207,3.9762101032115793]","[null,null]"
stagewise_residual_simvq_k8x2-2x2_rate047-20260729-233115,10,0.03475545,0.05588631,0.09064176,0.02826085,0.05445575,21.55019554,0.87666912,0.02815210,0,Phase1-拓荒,0.000000,0.00000000,,4608,0.0703125000,0.0468750000,5e-05,"[0.15138969818751016,0.013723240085636024]","[0.15138969806333383,0.01372324008218668]","[[0.1671613695996779,0.13561802677534246],[0.01982761196343711,0.007618868036230129]]","[[0.1671613695996779,0.1356180265959766],[0.01982761196343711,0.007618868038817136]]","[[0.4084119981637708,0.36784840176502864],[0.14039395027966411,0.086829898878932]]","[[1.0,1.0],[1.0,1.0]]","[[7.26055776807997,1.99547278130496],[1.9935087009712502,1.9957934079346833]]","[1.0,1.0]","[7.612237453460693,3.989290424629494]","[0.0003511676949360494,0.0002540111453156526]","[0.1462789966000451,0.013989701556662718]","[0.14627899648966614,0.013989701549764033]","[[0.1616027781256923,0.13095521617818762],[0.020152854726270392,0.007826548235283958]]","[[0.1616027781256923,0.13095521612299812],[0.020152854726270392,0.007826548242182643]]","[[0.40175814827283224,0.36165536796605147],[0.14191212322976854,0.08841022705590283]]","[[1.0,1.0],[1.0,1.0]]","[[7.261736173982974,1.9977413989879467],[1.995641588281702,1.9963171049400612]]","[1.0,1.0]","[7.617314854374638,3.991953664355808]","[null,null]"
