run_id,epoch,layer,depth,scope,codebook_size,active_ratio,active_count,dead_count,perplexity,codebook_loss,commitment,residual_norm,projection_grad_norm,restarted_codes,usage_counts,min_l2_dist,collapse_count,collapse_ratio,distance_reference_count,distance_stats_exact
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,10,0,0,depth,4,1.0000000000,4,0,3.8761403561,0.1695966564,0.1695966564,0.4111534625,,0,"[159029,143882,81778,106831]",10.1153039932,0,0.0000000000,4,1
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,10,0,1,depth,4,1.0000000000,4,0,3.4598364830,0.0924266867,0.0924266852,0.3034116298,,0,"[59464,194123,57455,180478]",6.3129425049,0,0.0000000000,4,1
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,10,0,,aggregate,8,1.0000000000,8,0,7.3241548538,0.1310116716,0.1310116708,0.3034116298,0.0004305986,0,"[159029,143882,81778,106831,59464,194123,57455,180478]",2.0926761627,0,0.0000000000,8,1
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,10,1,0,depth,2,1.0000000000,2,0,1.9999744892,0.0165772115,0.0165772115,0.1286934543,,0,"[61130,61750]",8.6948127747,0,0.0000000000,2,1
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,10,1,1,depth,2,1.0000000000,2,0,1.9997134209,0.0059716842,0.0059716841,0.0772239316,,0,"[60400,62480]",4.5482826233,0,0.0000000000,2,1
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,10,1,,aggregate,4,1.0000000000,4,0,3.9996881485,0.0112744479,0.0112744478,0.0772239316,0.0002619119,0,"[61130,61750,60400,62480]",0.5155445337,0,0.0000000000,4,1
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,20,0,0,depth,4,1.0000000000,4,0,3.8966331482,0.2172759473,0.2172759473,0.4656010598,,0,"[156544,142627,87172,105177]",9.7059249878,0,0.0000000000,4,1
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,20,0,1,depth,4,1.0000000000,4,0,3.4883503914,0.1492989186,0.1492989179,0.3858786181,,0,"[59826,195650,60889,175155]",5.8900122643,0,0.0000000000,4,1
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,20,0,,aggregate,8,1.0000000000,8,0,7.3736891747,0.1832874330,0.1832874326,0.3858786181,0.0003720498,0,"[156544,142627,87172,105177,59826,195650,60889,175155]",2.6081049442,0,0.0000000000,8,1
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,20,1,0,depth,2,1.0000000000,2,0,1.9978562593,0.0207060358,0.0207060358,0.1438417442,,0,"[64285,58595]",9.1552305222,0,0.0000000000,2,1
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,20,1,1,depth,2,1.0000000000,2,0,1.9999759197,0.0092389696,0.0092389696,0.0960465547,,0,"[61741,61139]",4.6064476967,0,0.0000000000,2,1
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,20,1,,aggregate,4,1.0000000000,4,0,3.9978313446,0.0149725027,0.0149725027,0.0960465547,0.0002765476,0,"[64285,58595,61741,61139]",1.5943404436,0,0.0000000000,4,1
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,30,0,0,depth,4,1.0000000000,4,0,3.9092984200,0.2668992914,0.2668992914,0.5160394251,,0,"[152423,143269,88450,107378]",9.4800071716,0,0.0000000000,4,1
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,30,0,1,depth,4,1.0000000000,4,0,3.4931335449,0.2008358158,0.2008358166,0.4475569621,,0,"[60675,191690,60331,178824]",5.7935576439,0,0.0000000000,4,1
stagewise_residual_simvq_k4x4-2x2_rate047-20260802-224823,30,0,,aggregate,8,1.0000000000,8,0,7.3907227516,0.2338675536,0.2338675540,0.4475569621,0.0003515804,0,"[152423,143269,88450,107378,60675,191690,60331,178824]",2.7383999825,0,0.0000000000,8,1
